term,score
people,45.01821416358873
violence,35.78925827155837
struggle,35.56619602623644
freedom,30.885579517131845
peace,30.344110158046362
country,27.73595677756913
apartheid,23.01336165971593
political,22.208615252449036
south,22.1864241326773
anc,19.69707891249956
party,17.825924126959272
process,16.92979411543334
support,16.07180854043701
thank,14.674908076035363
hope,14.166461437937096
opportunity,14.122912002033704
human,13.990617242717608
end,13.395629561336818
africa,13.198657995866991
want,13.16208262990285
government,12.961679745720637
justice,12.766857771561364
south africa,12.367730525902212
african,12.211586771293838
victory,11.864079790252465
make,11.689061015250166
free,11.485598432816209
matter,11.436068646799654
state,11.084737140224075
fear,11.080829714199112
national,11.073944741228514
economic,10.957651604578256
friends,10.902279751703086
future,10.654867386025995
take,10.415891412443878
new,10.319507916008474
growth,10.307401571060002
death,10.261910430180121
role,10.143599571774148
even,10.1357861606126
clear,9.947461806692527
commitment,9.56792834112375
ensure,9.528123686986936
today,9.478686620266348
cannot,9.19213002341035
therefore,9.119623372527009
order,8.885781743371325
die,8.640920505527365
world,8.580218168903547
life,8.384134202938366
africans,8.346811949116512
south african,8.09177776096687
democracy,7.971706605910557
south africans,7.837186782180849
vision,7.77276974564452
among,7.699187755433242
time,7.518160103781846
forces,7.418242194018095
democratic,7.405016355549015
honour,7.394789154576774
still,7.325087153110848
system,7.285079286213073
white,7.212829158334566
action,7.015900218418099
social,6.928344935043766
war,6.850027897207343
achieved,6.812125571910142
security,6.726442066833788
conflict,6.647730336326834
rights,6.5170371284441
president,6.454664328270608
help,6.356004309392137
racial,6.3221721248273575
strength,6.306558726636319
address,6.277791797920524
always,6.214019773584683
committed,6.128457648310278
non,6.102785307031224
oppression,6.096375275351814
confidence,6.070068245497215
racism,5.865764487463409
importance,5.824508193296912
right,5.817380439998345
respect,5.809275707798344
poverty,5.80334884810779
indeed,5.6953865738623755
towards,5.680595306981277
problem,5.621260291341983
peaceful,5.60230601665803
honoured,5.482808884870948
long,5.429200613474477
spirit,5.405977668052868
year,5.404545331399753
millions,5.395362149625727
land,5.299343653361435
power,5.208031133576917
progress,5.014912432877321
create,4.872475094882917
common,4.825046665131296
need,4.672225416979951
movement,4.630949005245128
society,4.593032007668113
play,4.5252230983698105
community,4.4553259402762935
privilege,4.435889324468677
humanity,4.408876020158575
poor,4.4025285846107565
continue,4.307148823109882
share,4.301522063320257
able,4.24263172536036
prison,4.211832262394895
enjoy,4.1973761868733925
work,4.149574574040543
whose,4.105786829832466
united,4.067192190790505
dear,4.060039378148565
lives,3.96086291227713
within,3.9250555769451436
force,3.9232891516670616
others,3.90721163905516
success,3.8395136930982554
become,3.823484219447141
first,3.7579295550634786
critical,3.7408056283296887
suffering,3.640423309199461
strong,3.5843234547110776
opportunities,3.5091082495915384
history,3.503025830234648
contribution,3.470298492180686
peoples,3.464983944171236
every,3.451156271763675
dignity,3.449944751764254
special,3.3583293244076495
men,3.3401808244779803
parties,3.227823644035325
problems,3.133152833398884
van,2.9978959077149505
efforts,2.9564081699026805
public,2.9349942417806534
police,2.912350488284955
human rights,2.9065832106972693
fight,2.839807054686846
amongst,2.797840093812392
two,2.794018103403948
bring,2.782161295548758
women,2.7317626578344107
prosperity,2.696913807648522
business,2.6903717705364176
build,2.653451566720109
live,2.6175591062613988
hand,2.595381562940799
welcome,2.5398925043440816
children,2.5309201141017597
communities,2.5085942069179574
years,2.46962125747242
award,2.4669313675105595
gentlemen,2.4544557291248976
find,2.3270674558907167
place,2.3047169867876875
accept,2.266471686044314
leaders,2.2526425508731003
achievement,2.2081327780993587
continent,2.1183766138275115
good,2.0921398310464436
face,2.052526474362688
crime,1.9765925629711032
young,1.9233510275960317
proud,1.8943838670170672
occasion,1.8867993270507746
greater,1.857798699155758
past,1.6933443126656604
together,1.6821200944211019
greatest,1.5651299301127164
nations,1.5597528412787425
shared,1.5409314024143814
countries,1.5372377736878626
development,1.5200627377139375
challenge,1.4593003775702056
building,1.4258765173886165
difficult,1.3832807208467088
leadership,1.3275174884014487
resources,1.323048467444126
van die,1.2870034454867438
education,1.2642792070064353
health,1.1352510368394755
care,1.1263154272773737
conditions,0.9372875097002693
hands,0.9319104848321351
join,0.91882952576522
co,0.9128215933857561
stability,0.7471513248265851
nation,0.6976797161611284
en,0.6673195189303498
international,0.4903334764570021
powerful,0.4686713893002953
pride,0.27558256089303584
