term,score
people,55.444473586109254
south,55.207943875335324
government,53.99142497996409
africa,43.6703860554621
crime,38.48496454063255
country,38.4668648385988
freedom,37.3895904779695
peace,36.65286413563743
south africa,36.326876970870615
die,35.30736546345989
success,31.389142506330064
economic,30.651508876173462
life,29.95877167765636
gentlemen,29.8828598360632
struggle,28.87105823883874
nation,28.576243747620925
democracy,28.108502524152364
violence,27.239431335019326
security,26.967940061548802
problems,26.31444832658232
ensure,25.61266668124058
political,25.485091109054046
communities,25.05802225248446
support,25.03981414361272
national,24.897748028344772
good,24.700685208514198
help,24.33730546884667
world,24.336248092606358
apartheid,23.76462061088944
work,23.44593702010652
thank,23.44353701912512
welcome,23.42367719190697
development,23.300304708685577
free,23.148500985806766
community,23.032533724730616
opportunity,23.018167125082822
cannot,22.43939191847313
commitment,22.305657196235135
together,21.31897673469968
share,21.225719725710164
challenge,20.400107540460493
growth,20.285375742965314
today,20.18715058108435
leaders,20.092147174428206
new,20.010939536711035
party,19.484920008213752
anc,19.38080748956287
countries,18.92136843425055
friends,18.859011981613524
hope,18.849568875885996
conditions,18.677879071731137
therefore,18.548415573384506
special,17.585866235276935
confidence,17.286780185565924
common,17.285720184111113
need,17.234936102493975
progress,16.97741146962125
president,16.762001337696354
time,16.725252179291136
matter,16.672359167065952
african,16.53682161207493
business,16.31055670542252
poverty,16.1129379584389
past,15.921755545726548
make,15.833838802072862
society,15.675545923582272
africans,15.640645847440847
south africans,15.469027787038877
want,15.452629361157216
history,15.435713943046082
prison,15.3387587769304
justice,15.241032488335257
importance,15.13463572750949
years,15.089577973865664
region,14.976060260164072
challenges,14.901243665562642
take,14.850719702292594
strength,14.790758573025897
bring,14.38359006727869
committed,14.324150844293337
difficult,14.299246981491905
van,14.177179244261104
even,14.17689423308369
resources,14.167114952307235
future,13.95828433337684
democratic,13.951575737255496
united,13.917295181784914
honour,13.87585636079779
year,13.87560872677431
international,13.628246769555979
play,13.555149395605573
opportunities,13.532136419896004
co,13.295838467358253
poor,12.86386277187866
lives,12.758260120571443
long,12.696931326288894
victory,12.605043342661265
join,12.540288842066666
nations,12.506389108010797
human,12.471970018846772
greatest,12.41252457559484
spirit,12.283683670421167
address,12.269467892109876
dear,12.263835559882311
honoured,12.207328889331169
peoples,12.175159333541139
parties,12.06328607869796
still,11.979760977132827
indeed,11.97131219302149
enjoy,11.95065727734003
first,11.894806518854818
respect,11.803270399787912
prosperity,11.68915942107088
en,11.620997547041584
proud,11.587714994023727
health,11.53203149582101
south african,11.472219936430953
right,11.2584586491769
create,11.254480408732428
able,11.135528092088366
children,11.002781166669982
hand,10.825572792393391
build,10.587321582528418
care,10.580972151729906
oppression,10.535103038730908
process,10.513877449232806
hands,10.506963340454492
war,10.203711988286878
rights,10.162801621125688
critical,10.143088958355449
role,9.865227509150124
public,9.748131211723196
conflict,9.723136884996954
others,9.718620201398014
racism,9.510121142176759
problem,9.346044200713662
end,9.17664949385643
face,9.16739145512485
action,9.139151630656128
clear,9.030910919425258
force,8.9634606916547
land,8.814008257996864
achievement,8.766697341899413
social,8.738381219432204
achieved,8.697255719242689
efforts,8.658972339205606
young,8.501075352628941
towards,8.466380516559736
state,8.445336142013504
every,8.349424477036322
vision,8.319980603705712
peaceful,8.296350563482845
occasion,8.27252930327948
accept,8.259907033211084
shared,8.203318505752419
van die,8.097833373907983
two,8.06257552211929
whose,8.043743899753528
contribution,7.909956577052848
pleasure,7.854941251254769
powerful,7.795115863163562
stability,7.741404898730204
education,7.4280666841742615
death,7.3859116030748115
pride,7.348451463423827
strong,7.29852115078424
continue,7.289296254259014
place,7.278020828721192
humanity,7.2655186152313025
building,6.905317501409607
women,6.899653673035732
order,6.837471136736794
among,6.717733244151871
police,6.646264410204363
fight,6.63876124956935
continent,6.444826643154794
men,6.3051804511865654
always,6.274557855469926
amongst,6.235144904002166
fear,6.17417897537375
award,5.990868380783236
racial,5.729335682445182
greater,5.699477019086912
human rights,5.636189869814919
power,5.179881719696761
privilege,5.014121620374738
within,4.971543258659622
forces,4.931733487582404
celebrate,4.8726814238761
find,4.843438936467158
suffering,4.6096344490179675
dignity,4.437579777401743
non,4.340725740135586
system,4.213182610194019
live,3.7393032554369725
leadership,3.6834258754384517
millions,3.1773701283966918
become,3.043178212656446
movement,2.8366235564694566
white,1.5301731792382605
