year,term,score
2007,commitment,1.0
2007,role,1.0
2007,thank,1.0
2007,thank,1.0
2007,continent,0.5964790242292424
2007,good,0.5050875620220358
2007,african,0.49206976515674583
2007,freedom,0.38336232804456943
2007,anc,0.531721234100665
2007,struggle,0.45450405268799343
2007,south africa,0.4410707047768129
2007,africa,0.4148835632673758
2007,south,0.37950870558513705
2007,peaceful,0.5059135047713176
2007,human,0.44021875622740125
2007,apartheid,0.41225154105524686
2007,south africa,0.38062157894153437
2007,africa,0.3580234080783596
2007,south,0.3274967055791334
2007,today,1.0
2007,violence,0.6779157648501729
2007,non,0.46016450554585425
2007,human,0.3688372381213906
2007,world,0.3275581349487093
2007,peace,0.2921362757468716
2007,create,0.5875062095990601
2007,world,0.4528572565812702
2007,able,0.3118658389941113
2007,peaceful,0.2930120206480551
2007,problems,0.27041922457536194
2007,new,0.26022728567224535
2007,hope,0.2532759134925231
2007,today,0.2482879930337293
2007,president,0.6322107467131527
2007,friends,0.6257763922516905
2007,freedom,0.4568517031169487
2007,nation,1.0
2007,building,0.5667394764421896
2007,role,0.5139474619891654
2007,anc,0.4752054188945479
2007,support,0.4345620577203971
2007,right,0.8389677592020996
2007,freedom,0.5441811270334611
2007,life,0.7654819206995214
2007,freedom,0.6434574026943598
2007,conditions,0.6267984150271105
2007,conflict,0.5865714029639709
2007,political,0.5128915442317029
2007,good,0.6108117986312179
2007,nation,0.5975591737776998
2007,struggle,0.519453540258423
2007,country,1.0
2007,life,0.8792673937102966
2007,nation,0.4763285109647564
2007,share,1.0
2007,millions,0.5440727399904998
2007,nations,0.5150291516329563
2007,take,0.47576228421518313
2007,nation,0.4608471281084635
2007,movement,0.6410991262406851
2007,spirit,0.5973193713440204
2007,life,0.48187288671455114
2007,south african,0.48677916262906296
2007,society,0.44174710602855216
2007,african,0.43158800551584675
2007,life,0.40000669062868244
2007,country,0.35024378619769536
2007,south,0.31458110611191115
2007,conflict,0.7458240749910137
2007,human,0.6661429645082194
2007,face,0.42670738962052873
2007,challenges,0.4004443697807405
2007,efforts,0.3881400774059532
2007,leaders,0.3875302159678742
2007,problems,0.36319505643304123
2007,help,0.35652869778846846
2007,government,0.3125849660703347
2007,live,0.4564173501887592
2007,place,0.43271133887059976
2007,peaceful,0.4173064661185239
2007,make,0.3858267130808414
2007,help,0.3780609351027041
2007,nation,0.3721654065300225
2007,build,1.0
2007,right,0.63982291889823
2007,even,0.5542206731431797
2007,free,0.5324153246416465
2007,force,0.45449616756019573
2007,become,0.45278023634820636
2007,building,0.44891824098465977
2007,good,0.37833771383974213
2007,commitment,0.3753647570503553
2007,world,0.32071416808092673
2007,problem,0.6672790636065417
2007,together,0.5519187761067452
2007,support,0.5001243004026192
2007,fear,0.5775310304786065
2007,conflict,0.5150828471058101
2007,hope,0.4570085424156806
2007,support,0.43850970526407573
2007,leaders,0.7311176249206267
2007,amongst,0.4015452519716475
2007,greatest,0.39424151200206614
2007,struggle,0.2877969391785527
2007,freedom,0.256855954112863
2007,country,1.0
2007,achievement,0.5828839826893101
2007,men,0.5802870942176392
2007,dignity,0.5687821648124147
2007,people,0.648266533954823
2007,leaders,0.5142328332563635
2007,life,0.42984048578566475
2007,freedom,0.36132015019214897
2007,good,1.0
2007,even,0.730273550260602
2007,hope,0.6831548446653773
2007,every,0.4494961956335572
2007,proud,0.44789295837667875
2007,build,0.4474969666131329
2007,nation,0.3943159482811317
2007,human,0.3847297093927361
2007,freedom,0.30592403707672744
2007,hope,1.0
2007,power,0.5319324616727605
2007,live,0.5292148088737217
2007,challenges,0.4923561265021835
2007,good,0.44109521305866944
2007,fight,0.5413489980435937
2007,still,0.5105137990869246
2007,help,0.4775535541450464
2007,justice,0.46718254053685127
2007,friends,0.807665516732676
2007,freedom,0.5896409187640727
2007,live,0.4564173501887592
2007,place,0.43271133887059976
2007,peaceful,0.4173064661185239
2007,make,0.3858267130808414
2007,help,0.3780609351027041
2007,nation,0.3721654065300225
2007,force,0.45449616756019573
2007,become,0.45278023634820636
2007,building,0.44891824098465977
2007,good,0.37833771383974213
2007,commitment,0.3753647570503553
2007,world,0.32071416808092673
2007,problem,0.6261866986508733
2007,committed,0.5827848563379996
2007,together,0.5179305258968792
2007,friends,1.0
2007,need,0.7266258588253635
2007,help,0.6870333771268344
2007,fear,0.5775310304786065
2007,conflict,0.5150828471058101
2007,hope,0.4570085424156806
2007,support,0.43850970526407573
2007,become,0.4713016334319614
2007,others,0.4501820352129252
2007,conflict,0.4208670768308065
2007,new,0.3836640662357096
2007,hope,0.3734153649532888
2007,world,0.33383327969525267
2007,thank,1.0
2007,past,1.0
2007,continent,0.5568682673928871
2007,welcome,0.505459984609583
2007,international,0.4922270103584638
2007,today,0.43831553360894365
2007,stability,0.3451145501272578
2007,continent,0.34223823997245845
2007,human rights,0.34065511558243383
2007,towards,0.332972802365304
2007,respect,0.320625130003873
2007,still,0.30788231147150474
2007,rights,0.30721152866887735
2007,human,0.27662085182656426
2007,democracy,0.2640957486228412
2007,africa,0.2249716503794914
2007,peace,0.2190966016829988
2007,continent,0.4925586265498372
2007,greater,0.48861030373056386
2007,towards,0.47922355556966134
2007,international,0.4353824313028081
2007,peace,0.31532981590660153
2007,young,0.550539317366645
2007,opportunities,0.5072695959004784
2007,apartheid,0.40913064451586295
2007,struggle,0.38924467077368985
2007,freedom,0.34739706259660624
2007,enjoy,0.40391737406806283
2007,others,0.3900653276779471
2007,communities,0.378843255646508
2007,efforts,0.36917612265793315
2007,role,0.3671666142385018
2007,today,0.3171781046225181
2007,democracy,0.3109579643077199
2007,country,0.2697748041425784
2007,shared,0.5386937922767144
2007,history,0.530709322315315
2007,future,0.46705975608362466
2007,commitment,0.45827044157053815
2007,non,0.49060756472481687
2007,racial,0.4758220728120401
2007,role,0.4432960698606071
2007,society,0.410804655003865
2007,help,0.40942117963404556
2007,new,1.0
2007,order,0.6195995921399567
2007,share,0.571168672256079
2007,work,0.5383889795057352
2007,honour,0.7235093599197
2007,today,0.6903145704014846
2007,thank,1.0
2007,process,1.0
2007,efforts,0.5094794980999586
2007,support,0.428439369781261
2007,struggle,0.40047250787331357
2007,south africa,0.38863611940700826
2007,africa,0.3655621112165535
2007,south,0.33439262463467523
2007,support,1.0
2007,become,0.6770951313787372
2007,today,0.5259019215268037
2007,support,0.5147517382171976
2007,contribution,0.7520716589271804
2007,success,0.6590813453880476
2007,new,1.0
2007,strength,1.0
2007,history,0.5139259136716134
2007,leaders,0.48317245459529856
2007,struggle,0.3803917421441225
2007,south africa,0.3691488619441743
2007,africa,0.3472318464156292
2007,south,0.3176252814966478
2007,proud,0.7670300802603964
2007,today,0.6416111407821172
2007,efforts,0.5739947469785188
2007,years,0.5420533876013301
2007,thank,0.4962036296452387
2007,people,0.36123415308893325
2007,past,1.0
2007,welcome,0.7312116597634593
2007,good,0.6821506495093053
2007,always,0.635258917784586
2007,friends,0.5566085070687703
2007,good,0.5353812447535226
2007,thank,0.7167982662802069
2007,support,0.6972806074011304
2007,thank,0.7409521937217537
2007,world,0.6715577760840243
2007,die,1.0
2007,proud,0.5599796436166863
2007,even,0.5107828787506283
2007,nation,0.49299481061531486
2007,world,0.4271765047571318
2007,south africans,0.4895850801733939
2007,good,0.4776834682448178
2007,africans,0.4776834682448178
