year,term,score
2006,ons,1.0
2006,role,0.570041235784633
2006,past,0.5486072920186913
2006,today,0.4681798670118959
2006,country,0.39356148283815867
2006,years,1.0
2006,public,1.0
2006,possible,0.5779027218212669
2006,work,0.4858214067568228
2006,together,0.4844738563579461
2006,world,0.4419175119341318
2006,building,0.6279170979837349
2006,nation,0.5884680097698864
2006,national,0.509338315402595
2006,build,0.554110092397076
2006,continue,0.5444396735132475
2006,nation,0.4733704532892735
2006,new,0.41529250096913606
2006,en,1.0
2006,today,1.0
2006,young,0.5360345221795642
2006,become,0.5094606043072668
2006,still,0.5064909644715874
2006,political,0.44337770196441106
2006,today,1.0
2006,today,1.0
2006,life,1.0
2006,president,1.0
2006,first,1.0
2006,president,1.0
2006,government,1.0
2006,continent,0.5766989818356311
2006,international,0.5268814443822245
2006,today,0.4636330790621477
2006,african,0.4181609689040807
2006,congress,1.0
2006,peoples,0.6422511280978559
2006,movement,0.5997106742020637
2006,anc,0.4773474580482624
2006,majority,0.8423446881236896
2006,country,0.538939167615237
2006,among,1.0
2006,new,0.6382220588107989
2006,general,0.43134655579817277
2006,building,0.3881220555804168
2006,work,0.3583478306708928
2006,president,0.35715662484945715
2006,amongst,1.0
2006,nation,0.536408909802795
2006,president,0.5267030344725585
2006,apartheid,0.5255470946113517
2006,government,0.39830848133970603
2006,example,0.5856708807366323
2006,south africans,0.5360842771595203
2006,africans,0.5132022670565982
2006,south,0.32592437823443005
2006,land,0.6816264195647986
2006,south africa,0.45055279570206064
2006,africa,0.4265791702861332
2006,south,0.3878373549754128
2006,south africa,0.6157613379047503
2006,africa,0.5829970718712074
2006,south,0.5300494212159375
2006,among,1.0
2006,far,1.0
2006,south africa,0.6157613379047503
2006,africa,0.5829970718712074
2006,south,0.5300494212159375
2006,bring,1.0
2006,public,0.7084095526903348
2006,life,0.70580160502586
2006,mandela,0.8794138940796002
2006,rights,0.28361460512484293
2006,human,0.2820283486522105
2006,work,0.25817430006904296
2006,live,0.7558853376213184
2006,every,0.6547040219588585
2006,point,0.7781064760274209
2006,need,0.6281324000274057
2006,level,0.4594187791439841
2006,indeed,0.44210340613512
2006,leadership,0.4356470324612913
2006,international,0.40022555912614355
2006,community,0.3709899767467747
2006,national,0.32538679404186094
2006,issue,0.561326480995272
2006,rights,0.49850318360581464
2006,human,0.4957150553242174
2006,years,0.4366620450568612
2006,act,0.8730810965822587
2006,work,0.345246083844998
2006,together,0.34428845519478746
