term,score
honoured,3.5524025592746717
dear,3.4377449084615233
struggle,3.3317770350133125
world,2.940965740065592
years,2.5185883846837127
freedom,2.17782079929022
human,2.1501946479288874
thank,2.140584303930753
success,1.8004609039058228
people,1.7425887305639607
life,1.7025040609342978
friends,1.6350484493829576
good,1.5901254587000602
justice,1.5247558690561114
nation,1.4634478323257623
always,1.4024892312740052
today,1.3819362554234083
problems,1.2156581241293958
therefore,1.1476784623039935
support,1.1367563419825302
achieved,1.0981297289833967
president,1.0531535068749651
country,1.035520990452819
africa,0.9923216839011482
poverty,0.987084288034529
join,0.9081012837641247
south,0.8815833678888991
united,0.8716900164567107
first,0.8589173826987722
commitment,0.800316696979795
challenges,0.7974253339852377
year,0.7661420997770803
critical,0.7638676186572275
pride,0.7458918620581184
every,0.7379652781206749
south africa,0.7315978949692018
young,0.7119074156637493
play,0.6894281297346738
apartheid,0.675545121119433
amongst,0.668397705643758
share,0.6660670612749687
spirit,0.6587214813889103
within,0.6475241672663109
able,0.6362311637212027
racism,0.6309336791464744
strength,0.6117543811479921
social,0.6062822019135811
long,0.5949123016138478
past,0.5855325427020617
ensure,0.5846775560181726
victory,0.5743844332672224
future,0.5506641397670387
african,0.5409062569353542
prison,0.5382008349360441
national,0.5367800983775898
death,0.5156972427188471
development,0.5133068626897893
fight,0.5038729162746435
respect,0.49483907165721347
racial,0.4928711512678758
new,0.49230118171916193
towards,0.49030751089522534
live,0.47770900152317103
public,0.47316836401874224
enjoy,0.46704416152360984
leadership,0.4632591912949512
continent,0.46270361788297415
efforts,0.46169281360737374
strong,0.46162629675017475
work,0.45864759092911245
movement,0.4317328377697312
non,0.427984193789087
right,0.42647155647510415
conflict,0.42551768664758366
progress,0.4242531445158958
action,0.42342903966914097
special,0.4222492844945941
among,0.4213846448415806
rights,0.41825697959490643
dignity,0.4166223435185325
free,0.41552305661376815
common,0.412044637661056
democratic,0.40750263486512306
prosperity,0.402176747000136
continue,0.39735372476978065
anc,0.3925466328757854
together,0.3777717911601965
south africans,0.3638591049476665
africans,0.3550138397646824
millions,0.35277110547155244
peace,0.27553776109400024
