term,score
thank,6.948814156901125
children,3.7651570993560806
friends,3.7365195315536095
celebrate,3.536038372907467
poverty,2.946461163163822
country,2.381166733324798
years,2.300900993671195
peace,2.2076431972813917
human,2.153320459772261
world,2.0894515291349784
suffering,1.9917546250618026
democracy,1.9095188694025298
society,1.8458085597879446
make,1.6683712629382688
life,1.4591650293383962
honoured,1.4456590125687607
freedom,1.324955609795305
year,1.2581209887818472
progress,1.2450689648486715
fight,1.186435576457892
good,1.1311184424112914
support,1.0731230118206017
poor,1.0562628128295883
problem,1.0
free,1.0
prison,1.0
anc,0.9882849627443231
today,0.9659321067179095
violence,0.8413360738983988
struggle,0.7847093900305632
non,0.7775515133829684
president,0.7468252508713855
lives,0.7219770026987783
build,0.6596407671535086
among,0.6568923128943274
proud,0.627215913989415
leadership,0.6044601819016353
respect,0.5968355761241464
work,0.5943227906546176
communities,0.5886172473047846
success,0.5756160507984933
opportunity,0.5704365262287077
importance,0.5646952709064849
hands,0.5632389837719799
hope,0.5589024664782284
others,0.5407632122828036
education,0.5252889465771186
end,0.5194607665697724
africans,0.5148128424850495
first,0.5079042792551477
order,0.49258152971881103
co,0.48940893140607905
privilege,0.47785476171926067
conflict,0.47483056319399386
commitment,0.4729206991333608
still,0.47202992972779173
able,0.4679250397520514
dear,0.4658119488005776
power,0.4658119488005776
take,0.4631582137488875
economic,0.4623353901522695
people,0.4620367472980264
government,0.4619411231335812
national,0.4092353183942438
racial,0.3770591807155923
africa,0.36722975230381616
