term,score
people,25.314315905652656
world,22.26172263096092
south,21.694264613504888
freedom,19.626989424062963
africa,16.9525082585701
peace,15.77862537010543
honour,15.13777177937159
hope,14.555934620057158
democracy,14.35989576380442
south africa,14.085438323406448
support,14.02913194280835
life,12.404042613691619
nation,11.975924098310289
country,11.53713667686683
thank,10.977383167305671
today,10.09867254205615
lives,9.846267061405277
international,9.722881552422493
women,9.637346535128742
die,9.528985670522337
south africans,9.450483911065573
commitment,9.416131601414321
men,9.30769325200608
africans,9.244029688988446
progress,8.994284988206731
society,8.882615023586915
take,8.80247323853129
countries,8.767871354155893
government,8.397851217814004
community,8.164620948447041
respect,8.028853204655178
special,7.914848757536274
free,7.600801268606851
justice,7.544017125952776
united,7.517091657648968
long,7.378134452110879
years,7.352413541381867
amongst,7.32501103189243
friends,7.188716035065866
help,7.046612999631867
peaceful,7.041066928828509
democratic,7.039311360499063
indeed,6.971649588425823
development,6.900593397017839
human,6.841115116743635
leaders,6.8009487151583645
first,6.745528409460975
crime,6.555171170266485
make,6.546441023309498
work,6.473133465693117
opportunity,6.421088334439643
still,6.310558706816061
shared,6.1626548666167205
struggle,6.148903081176028
relations,6.112644970439378
peoples,6.102769133946321
benefit,6.072029621621709
award,6.049805781148507
achievement,6.030598910262976
able,5.86823452982838
president,5.800804793039009
even,5.782498978384904
public,5.777640707643915
efforts,5.722844750468603
two,5.720153547907656
nations,5.685722274730745
strength,5.678072007382907
therefore,5.602744992218094
others,5.593962881109301
millions,5.569879320751356
privilege,5.556153625007355
time,5.550438050044522
economic,5.509401285632003
together,5.498998618083648
rights,5.269461052826797
build,5.185001209629553
co,5.165134944368916
new,5.142215467426691
visit,5.125165323472632
dignity,5.1116423875487005
political,5.003179700401116
every,4.956054658510268
gentlemen,4.944994485878477
welcome,4.906306811345422
violence,4.880768857430946
good,4.875058423668087
towards,4.8326084324070155
pride,4.773908356708112
children,4.770111520696369
celebrate,4.7662425240137045
national,4.729445786353043
apartheid,4.699180032713966
future,4.660029752929079
honoured,4.655411532377535
poverty,4.625466378655905
conflict,4.5809601598731176
ons,4.53843897398065
care,4.5366260565394505
co operation,4.514967613153962
operation,4.470404879835468
ensure,4.4485020355475005
common,4.430025464532437
pleasure,4.384278690683153
african,4.3790798795854355
history,4.358464259283609
partnership,4.339798814977825
continent,4.303994811462775
place,4.243848865077271
year,4.229310864963061
achieved,4.22117741561698
leadership,4.217561550544276
live,4.175889668296596
trade,4.141556626704851
continue,4.1103418362113
bring,4.107962261858172
people south,4.099573376367649
join,4.057757082959626
possible,4.057265575203176
problems,3.9920813519430336
challenges,3.9706233735630208
van,3.968381414360747
share,3.9621177056760652
whose,3.9507214620351574
create,3.9481078158866794
africas,3.9181132189162953
need,3.870716803900001
past,3.809054394208442
communities,3.71511903716282
confidence,3.690631135160852
spirit,3.631776799963381
citizens,3.601379340411776
southern,3.5329603499265203
fact,3.5267770156592877
proud,3.494632228001767
force,3.3833318827125627
unity,3.36822544554728
health,3.3568917705881445
security,3.345411321206404
en,3.311503325727358
parties,3.3108652894342376
hands,3.2844804201028728
region,3.0685634603816334
hand,3.041172380741336
victory,3.0354431985376666
vision,3.0347009893389902
system,3.013884478703485
te,3.0033413349721587
take opportunity,2.974990653505186
among,2.9423565286931184
human rights,2.9299240975563094
address,2.9290928821017035
including,2.8542414132263034
humanity,2.8281167356876367
state,2.8204261236469437
non,2.7913552845520426
appreciation,2.787409581877373
het,2.7821726585154023
elections,2.778415566346527
building,2.773002044543278
business,2.709218590645218
making,2.6870078203186516
general,2.6861982189827334
end,2.6672760435279623
occasion,2.605097547128335
contribution,2.5419006370059805
om,2.4935632184004155
within,2.4100902288567396
war,2.3962713161670184
wat,2.3639429748081895
social,2.3516061898139347
education,2.3440601468194586
investment,2.3258901200548996
process,2.26686165770934
whole,2.226618830682245
movement,2.1789830524179106
prosperity,2.1666077817377567
south african,2.157839695579315
success,2.0665634842834475
racial,2.024900600721121
order,1.99639747891571
growth,1.8896546998764223
role,1.8799411082983912
economy,1.8411294994268685
express,1.8318905663906864
death,1.8285382651361453
opportunities,1.8064748929026389
forces,1.7927297360922072
conditions,1.739980697818242
party,1.6076150746774098
resources,1.5630098581656062
land,1.40140378132627
majority,1.2513207027862385
right,1.2352780614308192
van die,1.220733212573274
interest,1.045045541132726
want,0.9888376073087226
stability,0.9257408898365341
committed,0.7240921322480964
organisation,0.5507997411351192
