term,score
years,1.5058082858335
life,1.3280415588053571
celebrate,1.0487698902178821
thank,1.017782105994799
political,1.0110128802703529
people,1.0091066366791093
problems,1.0
growth,1.0
work,0.6273712009480337
need,0.6154047710821832
care,0.5566092021597225
economy,0.555841680698131
hope,0.5433200079642746
health,0.5376252131173375
welcome,0.5358972984014276
occasion,0.479768373644134
opportunity,0.4729055906118236
pleasure,0.46400392523037803
parties,0.4429447635348775
first,0.44239699130790017
others,0.4367464548620897
forces,0.4348020462534673
co operation,0.42089451333173866
operation,0.4167402842076636
co,0.40112353175047727
president,0.3972138365016035
building,0.39644327911434385
future,0.36962167685699326
even,0.36673992956006796
south africans,0.3453610709259205
africans,0.33781635132164206
making,0.33724167888638845
world,0.3367023751484835
conflict,0.33575111712624905
unity,0.3319409157227891
democracy,0.31008626663529987
africa,0.2960747300335327
success,0.29598231725212554
south,0.22184542973170848
peace,0.21261632228922975
