term,score
people,53.82481426734516
south,45.53859111621349
freedom,43.60150111750054
africa,39.78087700410731
peace,37.824764151466624
world,31.026120759981225
development,27.584876764083393
south africa,26.46570500421944
country,25.428824200554054
president,24.1329055905952
today,23.737517018285246
life,22.615782520773553
crime,22.53320696991484
gentlemen,22.279141725078073
take,21.91335916678457
welcome,20.59794190265797
opportunity,20.315416408508305
together,19.82610971182622
support,19.46045445987051
government,18.84828477609748
efforts,18.552217521002394
new,17.87221423320851
leaders,17.862569579863326
countries,17.817179289599228
years,17.76526388507909
african,17.73740008633901
nation,17.10289600341209
africans,16.838658614925674
community,16.761915600198947
international,16.683131680981177
success,16.56029827475423
united,16.55365420974718
south africans,16.28233991244538
society,15.8401285271106
rights,15.70391328703773
democracy,15.287924268915559
help,15.241285116991486
economic,15.051230152199384
lives,14.99855677223844
future,14.866869623936198
co,14.808269095466176
even,14.74992114659961
pleasure,14.645174119811182
die,14.633195730124724
thank,14.461296705515165
growth,14.367731134843524
human,14.345158003148004
hope,14.290567339541768
special,14.246573729376328
system,14.21525020016055
justice,14.163731545444634
time,14.140871128143054
nations,14.094161911149845
honour,13.94623169020833
therefore,13.688322971605778
communities,13.568801433296212
commitment,13.51544894402112
struggle,13.429868016944537
security,13.401189887333826
visit,13.065262669550412
political,12.994279408825554
work,12.780591629748175
good,12.52497997511207
operation,12.506605031488423
indeed,12.17249250285126
peoples,11.98721836498585
still,11.68987214596135
past,11.512275632200186
long,11.479562649982219
opportunities,11.413841372404137
children,11.38856070950932
need,11.340570398474643
violence,11.252455431277284
privilege,11.252095559729012
confidence,11.208738956950008
friends,11.18174595649085
progress,11.173270648219546
every,11.085820084753982
continue,10.928082097976622
make,10.912740018217143
co operation,10.79749588508244
poverty,10.796979998607547
shared,10.727900965954206
stability,10.434903731294325
continent,10.405536055747168
national,10.403324917923756
first,10.353649528989381
ensure,10.320876786944542
celebrate,10.27424557853371
partnership,10.187743278692936
proud,9.970001133924505
take opportunity,9.933340030574286
others,9.897221224812068
dignity,9.895998920882926
pride,9.884150671823573
prosperity,9.861932193742014
human rights,9.844188445136679
occasion,9.784063288091067
investment,9.74963904957407
role,9.745298003478258
democratic,9.743927049301412
care,9.711407769169135
people south,9.70159428590884
strength,9.533877947907413
process,9.254420900791185
respect,9.253097724259565
challenges,9.235820456201397
vision,9.198870052418473
honoured,9.13595501094274
benefit,9.130128909005435
achievement,9.061509219178348
order,9.05614167258912
public,9.025884764627378
bring,8.8737407836458
whose,8.843755660407073
region,8.836965343090867
southern,8.825931184107837
build,8.785979452504158
africas,8.52566342392085
relations,8.426878388153963
education,8.363503476746434
join,8.293057624288098
common,8.25989110800493
women,8.158388666148825
van,8.128603651673114
place,8.060884867335824
create,7.976306331521354
achieved,7.836913510345783
resources,7.775529879880307
millions,7.741439703332978
free,7.7263841980751256
building,7.7242675516165855
economy,7.412456990487201
two,7.3177202527386305
towards,7.2902997570335115
conditions,7.263413047389099
conflict,7.168904421940972
able,7.08716387129713
general,7.004887578394687
within,7.001520475855719
address,6.9879642084821825
citizens,6.9016905389040515
health,6.897039313371243
fact,6.827794171350209
land,6.795658300604633
movement,6.766857279815882
social,6.728853323435345
interest,6.711424337732931
spirit,6.69153178585927
apartheid,6.66811381066754
trade,6.638920720552402
possible,6.611558788352746
state,6.548110625928668
business,6.440531129259125
unity,6.426496764707958
award,6.4101385340410575
making,6.150764278757081
share,6.115262065766159
hands,5.8411085187809215
amongst,5.7828823060478065
contribution,5.761970431802317
humanity,5.671763886470269
right,5.576532381088891
express,5.566484734920197
parties,5.521486266553882
en,5.469441996590018
south african,5.457718282272414
death,5.437614974328867
year,5.326699731516814
problems,5.18425507242314
committed,5.184115383695189
leadership,4.933247683715292
appreciation,4.899514819458609
hand,4.885929781200458
including,4.786486735852251
men,4.725002221833973
among,4.504571586163364
ons,4.46150838925532
majority,4.272820698987629
history,4.21282347621525
organisation,4.197742289589835
peaceful,4.19587960083296
te,3.933592172557461
party,3.9040177352650813
om,3.6809661380947407
end,3.606375544385501
force,3.587116727217833
forces,3.4508795477847736
victory,3.378878335317475
non,3.3607213130840363
van die,3.322338162573925
live,3.220512936688088
elections,2.997383690189949
war,2.9482224222788576
whole,2.848023431497553
anc,2.279692097992864
wat,2.05230174635765
want,1.7914475969219388
het,1.4820648534338878
racial,1.4645671728959049
