year,term,score
2007,make,0.8551823727490488
2007,gentlemen,0.5183272222634141
2007,project,0.6256846249489211
2007,possible,0.5931045919414344
2007,make,0.5067007925003795
2007,million,1.0
2007,given,0.6715571275482307
2007,society,0.530541035091761
2007,years,0.5172400163588778
2007,long,0.7543665699354968
2007,years,0.6564534089817444
2007,going,0.6301883114733482
2007,young,0.6136811157915444
2007,time,0.47566603852200245
2007,years,0.6004893330543479
2007,south africa,0.4923829419890943
2007,africa,0.4661835613059819
2007,south,0.4238448849451653
2007,years,0.6004893330543479
2007,south africa,0.4923829419890943
2007,africa,0.4661835613059819
2007,south,0.4238448849451653
2007,years,1.0
2007,together,1.0
2007,change,1.0
2007,today,1.0
2007,years,1.0
2007,possible,0.6295209692780548
2007,local,0.5688891638331518
2007,work,0.5292149549213777
2007,human,0.8267659794472189
2007,call,0.45948675430477587
2007,african,0.32454574076259757
2007,people,1.0
2007,fact,1.0
2007,cannot,0.7731485148574095
2007,time,0.634225018407333
2007,bring,0.5809088595731616
2007,resources,0.5595970626157184
2007,together,0.4764845295292339
2007,people,0.34979782375048174
2007,leaders,1.0
2007,today,1.0
2007,rights,0.5383945582803232
2007,non racial,0.3075086750195613
2007,live,0.3052691407271185
2007,always,0.3035448089876847
2007,racial,0.28855852144850974
2007,others,0.2869957088554368
2007,non,0.27644831782203033
2007,democratic,0.22631457604609104
2007,country,0.19587947260580807
2007,south africa,0.19335075668415394
2007,africa,0.18306268687557758
2007,south,0.1664369786853237
2007,cape,0.6149149129285839
2007,become,0.5908541282801357
2007,make,0.5222748787299202
2007,congress,0.7971131149082272
2007,world,0.6038300108816248
2007,first,0.6219713085160024
2007,time,0.6124203625720922
2007,africa,0.48794773376864775
2007,every,1.0
2007,years,1.0
2007,resources,0.5684188136663624
2007,task,0.5624954313492846
2007,together,0.48399605555358804
2007,people,0.35531220101465055
2007,year,1.0
2007,continent,1.0
2007,president,1.0
2007,long,0.7426200175275032
2007,together,0.6697130053742804
2007,indeed,0.7336016683624335
2007,long,0.6795797173075828
2007,people,0.6403813510723152
2007,parliament,0.5251900722005441
2007,south africa,0.3450940538048656
2007,africa,0.3267318204370971
2007,south,0.2970581168781098
2007,live,0.7806751757942172
2007,together,0.624937012745019
2007,world,0.795564641635992
2007,leadership,0.5143791205816345
2007,people,0.32014218917265497
2007,project,0.7970214460295777
2007,today,0.6039510034505455
2007,today,0.7226134501525664
2007,world,0.6912523429678952
2007,look,0.7075954604481633
2007,forward,0.7066177639665958
2007,order,1.0
2007,go,1.0
2007,africa,1.0
2007,build,0.6012809169692681
2007,continent,0.5985592873416313
2007,future,0.5293279120032067
2007,country,0.45833466915319465
2007,always,0.3551293756046567
2007,congress,0.34426168911335747
2007,conference,0.324915031066606
2007,movement,0.3234280922889326
2007,make,0.2913515010610998
2007,political,0.2868544813650142
2007,national,0.251875805230351
2007,african,0.24587928322554214
2007,people,0.20988474198791296
2007,organisation,0.7660666516941356
2007,today,0.6427611416087131
2007,common,0.649646720519071
2007,national,0.47869679061391956
2007,country,0.43553872701284935
2007,people,0.39889163747410916
2007,unity,0.5978855650927553
2007,always,0.32883857711510506
2007,congress,0.31877544292282045
2007,organisation,0.30086104906792127
2007,within,0.2873076455461822
2007,national,0.2332290345191705
2007,african,0.22767644467682546
2007,south africa,0.20946227980042856
2007,africa,0.1983169261757175
2007,people,0.19434663718247255
2007,south,0.18030583172463155
2007,organisation,0.7449071508135634
2007,nation,0.6671681472213875
