term,score
south,39.348691115266625
people,34.5412467534531
country,32.17318012528799
africa,31.41292761015644
peace,28.772768091665796
freedom,28.47156719942846
south africa,25.525200637907442
national,24.932393261845732
life,21.723771323611214
democracy,20.866033621621895
government,20.480800531662894
new,19.915230262038047
today,19.771932783532982
ensure,19.42046650407292
world,18.449017846336965
thank,18.03528392150412
confidence,17.515444901910495
african,17.377308467332103
success,16.648954212488327
honour,15.935392203776981
violence,15.733652558395042
human,15.4631448632905
nation,15.031751527277914
africans,14.833274394779588
united,14.789208611712203
make,14.73149375737313
help,14.530648780612013
president,14.32216928672098
hope,14.265162289787629
south africans,14.002820212224744
development,13.218555960138437
security,13.090676359836502
justice,13.04062090495017
work,12.969619757594208
international,12.86942571922872
together,12.813622669355516
progress,12.726295358175484
elections,12.475878134284958
nations,12.16212025014632
free,12.099563367412589
apartheid,12.017600923404363
community,11.660919050422786
problems,11.59557290237037
anc,11.385533146222752
economic,11.149387758317571
express,11.013395008390386
south african,10.94555952217345
opportunity,10.840290329604283
democratic,10.729973734323005
society,10.619836003304208
bring,10.370830780341613
future,10.324825193977954
common,10.139151111732303
others,9.927358554666695
role,9.865299072644707
years,9.86402294327774
join,9.80935908241662
political,9.682061925042197
among,9.656173453957301
good,9.636234687984572
first,9.619552892616746
even,9.601552939953724
commitment,9.588733387142236
growth,9.561089183817117
therefore,9.370063588906463
building,9.335026836856345
whole,9.315337790253766
die,9.314866319713257
system,9.307901107033295
rights,9.267446965585819
time,9.201206106616405
efforts,9.027635228353208
support,9.017389950306026
address,8.93722640364946
general,8.838382181799972
dignity,8.565281965716768
countries,8.487504005760881
every,8.484772184382198
contribution,8.35109958558974
build,8.284579190067193
whose,8.259425971689778
stability,8.147212759561839
process,8.137600563159637
non,8.107283279317674
peoples,8.10359066683945
share,8.102488263759522
land,8.069682771504542
welcome,8.042517544882642
lives,7.985264075386564
social,7.983829815829853
prosperity,7.950202652586756
investment,7.932196323705337
past,7.616547582289366
need,7.612067404487053
education,7.559570585718824
organisation,7.5304269766377665
within,7.454008424074604
spirit,7.421854810455123
indeed,7.4147010678256695
children,7.3605173436192475
crime,7.321583461523175
interest,7.146619065271982
care,7.054658393721472
celebrate,6.958414317301902
victory,6.918189847932087
achievement,6.82222372888892
committed,6.820817955665545
continue,6.78834848147179
communities,6.705771266911006
gentlemen,6.689580364322876
relations,6.56470760501075
including,6.549160603407473
take,6.52341206014329
benefit,6.480511403570338
business,6.453166580595258
vision,6.391716501375162
leaders,6.378652022297488
public,6.3562461196677384
award,6.349584795521513
strength,6.345777514129986
hand,6.337708398887141
able,6.327480342762385
opportunities,6.257670267043592
conditions,6.2524529174367816
friends,6.2329884164179274
economy,6.222969047849825
want,6.2225610438337595
trade,6.09259249285989
resources,6.048693186267585
continent,6.044007785138575
partnership,5.993377729535766
fact,5.934439573390752
special,5.9118528713681515
state,5.78238654598476
parties,5.780118287259617
towards,5.730544463344442
forces,5.699182496285557
poverty,5.6905046679922275
party,5.672909505872786
achieved,5.660409613276657
millions,5.622671730237624
citizens,5.523201095028904
health,5.500963989856479
year,5.436801648409854
end,5.435277037653813
place,5.400666285687845
human rights,5.36059834600081
unity,5.176000774555174
create,4.996337174909532
peaceful,4.995892600909716
racial,4.965987245929097
honoured,4.847890981262664
majority,4.846361395138677
van,4.7884795386219725
force,4.649269057706004
co,4.615277480592421
proud,4.610509454607352
respect,4.589791190326937
struggle,4.571611225341819
appreciation,4.507166256481366
humanity,4.496000826717443
making,4.437901924667235
occasion,4.334235768971908
history,4.137144064027461
live,4.086893836909644
order,4.015773450819411
africas,3.89640260332152
privilege,3.894340947307919
possible,3.877675508878845
right,3.664872878202342
conflict,3.6068878319958366
hands,3.4739492886150027
challenges,3.4551094360800314
wat,3.412553953474428
two,3.3669221363497783
region,3.342072122151978
men,3.3305777990123375
co operation,3.2887764331482314
operation,3.256316207584807
take opportunity,3.231140218205203
war,3.1910136990296305
pleasure,3.1765791199901052
women,3.1498474245835437
southern,2.8725078605687133
en,2.7105815714805477
om,2.6602283291764253
pride,2.5580689936819745
still,2.5434347165083087
ons,2.4711708460610815
te,2.290511932389426
long,2.0834082910521734
visit,2.0325386619725694
people south,1.9404672225030166
death,1.940176337361346
movement,1.8569959004204333
van die,1.8448581733931553
leadership,1.4216114532871726
amongst,1.4076351753475085
het,1.2347042570880098
shared,1.1397459642935028
