term,score
country,12.650519058866884
people,11.18400328908082
freedom,9.430318824316267
justice,8.541095265290876
government,8.323977299851581
white,7.391554760605356
african,7.385295590284471
africa,5.6176133046831005
south,5.510752598809294
south africa,5.00133262773395
struggle,4.313244131443497
africans,4.068851442741299
peaceful,3.7679940903062183
political,3.6734163686356682
want,3.4313870976809238
force,3.373520756078149
fear,3.185206341641683
men,3.1718460973865974
fight,3.1419206671481166
still,3.1257565160521965
violence,2.8699601090350475
even,2.8476593366438636
police,2.844377124897256
become,2.699406855911023
rights,2.6812351174518656
clear,2.5040674593641543
world,2.3891712762951025
power,2.264289870681231
support,2.089720985975573
opportunities,1.983724731190191
conflict,1.950843378695092
make,1.8055323039741527
difficult,1.770982707508673
life,1.7446565690957139
every,1.693121684497279
importance,1.6302023144066708
non,1.544033902521311
history,1.5150027557902048
free,1.5133886655975841
national,1.5078227034724392
special,1.493576705999585
time,1.4775722474808655
indeed,1.456848708109793
create,1.434584522912516
movement,1.434464172547823
south african,1.4068209612222768
system,1.403558080295932
forces,1.3894224095268748
years,1.36588976191258
land,1.3368557445100326
state,1.2942896705955307
first,1.2468269792145352
progress,1.2192034662319113
whose,1.2040270195687055
confidence,1.190714475211085
cannot,1.1601538478388838
united,1.076788313709397
end,1.0700445971836672
common,1.0563937055457742
peoples,1.0486685452132476
hope,1.040244924451362
matter,1.019182143485359
leaders,1.0082344582208247
take,1.0
parties,1.0
proud,1.0
dignity,1.0
honoured,1.0
poor,1.0
powerful,0.9772169723946986
peace,0.9687039048940587
poverty,0.9058465788457061
today,0.899984629526053
economic,0.8770333597180737
among,0.861122948650497
victory,0.8606767580382156
democratic,0.8587362859430633
society,0.8452007048851464
strong,0.8281561760682645
democracy,0.7577991630255774
work,0.7554579185805
party,0.7515666707571876
within,0.7275501712074041
good,0.6885699112431592
challenge,0.6790096645184199
problems,0.6782077743411854
human,0.6615480684704285
address,0.6613668639352024
two,0.6433713924656772
prison,0.6231561314595234
greatest,0.6131576574467669
enjoy,0.6101778047796846
hand,0.5897379409193185
respect,0.5823099472241664
countries,0.5780121936400427
racial,0.5738945251587437
play,0.5625935338764494
president,0.5477312212741055
nations,0.5446326564722866
role,0.5274185312337802
together,0.523589924574698
leadership,0.5204780950861307
anc,0.5188282897442968
therefore,0.5166368221172289
action,0.4761584623597839
contribution,0.4560468315950363
share,0.4512550238627553
international,0.44427130923002445
efforts,0.43724883164882045
crime,0.43008931096601444
human rights,0.42641876379749905
achieved,0.41841777113130235
strength,0.4129881377280002
dear,0.4037022571417571
suffering,0.39817317814688186
conditions,0.3888007526244272
oppression,0.38749339895550683
continue,0.38106429913304535
opportunity,0.3792646678977582
amongst,0.3630731193130308
friends,0.34803563607544646
ensure,0.32431366661296507
public,0.32292382479051457
accept,0.3126691874455586
women,0.30142380048497636
lives,0.2965868706141012
children,0.2754828111207218
new,0.2715756940628574
build,0.2397258350125185
apartheid,0.193007512739827
towards,0.17269700978596778
war,0.16111608471090202
