term,score
honour,3.898615267888463
justice,2.568360189159444
freedom,1.7634013707927423
together,1.667528911346073
commitment,1.6287159298924563
nation,1.604999069486583
president,1.5379798251096408
country,1.5265874412238043
share,1.499639345402392
work,1.4722609980950385
people,1.4696605520954469
new,1.3926730771847469
hand,1.2815096522928586
apartheid,1.2792050305192273
international,1.271214342481797
indeed,1.2632442713058945
good,1.2603185128724506
african,1.1772162597301488
human,1.1114109029413723
thank,1.094865626823895
friends,1.0762808372410393
land,1.0734966098881311
health,1.0575602052523585
time,1.0499882328409504
join,1.048967098887514
world,1.0276158585809303
peace,1.0029209997201525
right,0.9861424025732828
pride,0.9820104180675817
years,0.9546294452476324
respect,0.9408742816644071
place,0.9306926425476744
build,0.9005056950220188
dignity,0.8507163437402456
therefore,0.83649323575242
every,0.797218598454378
building,0.795264996533142
africans,0.737242323712269
need,0.6638752082225107
democracy,0.6613056115237766
today,0.6545296211320253
leaders,0.6380273976574969
men,0.60240646149453
rights,0.5976006790149396
two,0.5766872167676911
struggle,0.5632944161676717
bring,0.5615713151155275
political,0.5491060603183915
crime,0.5330116964459539
live,0.514158583805177
honoured,0.5096794109492879
peaceful,0.49944907815356726
conditions,0.4889451141189093
history,0.48702601081102
making,0.48344765340758034
shared,0.4802255561877345
south,0.4751986954705186
address,0.47453352714579605
role,0.4621472958010748
economic,0.45765114935303103
public,0.4413180614177652
party,0.4268476190938757
celebrate,0.4219917033315183
south african,0.3798987485419564
south africans,0.37685386964404116
death,0.36615354411818096
national,0.3527727097118846
life,0.34696540052194624
victory,0.3426140686896836
vision,0.3404479713477626
unity,0.3377670422284526
continent,0.3339216534228739
towards,0.3326915025499562
elections,0.32970579931660604
common,0.3084780205195165
year,0.3082121731138748
committed,0.30790947145556385
community,0.2962870818493827
lives,0.2936442473577155
even,0.27423189154479377
