year,term,score
2009,success,0.5602898843643883
2009,human,0.5058002744084208
2009,development,0.4933590060229836
2009,world,0.4322478676214842
2009,organisation,0.5073709860465048
2009,able,0.4754420691146945
2009,year,0.46786741190316466
2009,national,0.39387127245678966
2009,african,0.37748513486816865
2009,organisation,0.5825482262770367
2009,join,0.5274978632841072
2009,honour,0.44216615907964507
2009,life,0.4322877005617134
2009,organisation,0.543678306677501
2009,past,0.5002401836987812
2009,long,0.4975233662084499
2009,future,0.454581299151106
2009,leadership,0.5337613200115352
2009,rights,0.4733617898522122
2009,anc,0.4570039994523034
2009,democratic,0.44509497150061283
2009,people,0.2899401317460574
2009,president,0.6579738040890438
2009,millions,0.3968549196432599
2009,honoured,0.3933990729502594
2009,join,0.3769502556295066
2009,united,0.335741448245909
2009,problems,0.650008537953838
2009,amongst,0.6266573170762794
2009,world,0.42987150119759454
2009,continent,0.5222330699518275
2009,special,0.5055525989224195
2009,president,0.4356506380006026
2009,today,0.4200613994707082
2009,africa,0.32472470287284155
2009,strength,0.6225971740683754
2009,therefore,0.5724054762213485
2009,years,0.5335960359990356
2009,good,1.0
2009,nation,0.8261193095416568
2009,people,0.5634952407983729
2009,every,0.7287921939149368
2009,success,0.6847349400232571
2009,victory,0.6127529317046471
2009,elections,0.5896669564794134
2009,friends,0.5261432553246934
2009,racial,0.7575583647597964
2009,time,0.6527674348360701
2009,thank,1.0
2009,friends,0.9133874860536143
2009,united,0.20923465688926124
2009,thank,0.20620962283805028
2009,support,0.19939110775053207
2009,new,0.1991605791217138
2009,force,0.47359831778639294
2009,vision,0.4643964600808245
2009,party,0.4516269925300599
2009,national,0.37325188382699875
2009,african,0.357723570006467
2009,country,0.29797734738395143
2009,public,0.4728596709977767
2009,first,0.440957699927248
2009,united,0.40405034864486783
2009,apartheid,0.40081831836070175
2009,south africa,0.3163369441534327
2009,africa,0.2951114825084843
2009,south,0.266248343657793
2009,respect,0.5613310270664906
2009,commitment,0.5206936829690507
2009,justice,0.5123423498641921
2009,freedom,0.3889612874107681
2009,years,1.0
2009,death,0.6390115488669144
2009,friends,0.5588910002266367
2009,years,0.5284932263334854
2009,achieved,0.6838933583311866
2009,success,0.5938455495210133
2009,country,0.4238364516468315
