year,term,score
2006,women,0.4943702978453503
2006,rights,0.46908272949058183
2006,struggle,0.37631476551793697
2006,human rights,0.26007394990142185
2006,dignity,0.25291757687109595
2006,role,0.2380700969603673
2006,united,0.2263349281974361
2006,african,0.2155469973806306
2006,human,0.2111868404988669
2006,world,0.1875514737933061
2006,freedom,0.16792862429280356
2006,oppression,0.7192119822112808
2006,world,0.5416879341428075
2006,people,0.4350957442308737
2006,power,0.7662726523771763
2006,work,0.6425155423947713
2006,commitment,0.6273443707054622
2006,justice,0.6147463676719745
2006,peace,0.47804387244088925
2006,africans,0.733995674965178
2006,place,0.41744501517649235
2006,south africans,0.37614168718790447
2006,freedom,0.2785519896815629
2006,south,0.2606074224587429
2006,dignity,0.34631756005864067
2006,death,0.3416190332962055
2006,join,0.32352410767679357
2006,international,0.31624156002223053
2006,friends,0.3149663500829449
2006,community,0.309724570705891
2006,nation,0.29638141819869074
2006,justice,0.29453797473376814
2006,human,0.28917607159955067
2006,freedom,0.22994301996942065
2006,peace,0.22904092065779977
2006,two,0.6012530212728203
2006,men,0.588107397812
2006,share,0.5409477729403306
2006,years,1.0
2006,welcome,0.7130323339268624
2006,therefore,0.7011311509088806
2006,racial,1.0
2006,address,0.5337785479627236
2006,share,0.49259272424969935
2006,years,0.4691619224769174
2006,country,0.3630416010780782
2006,peace,0.3471609945479109
2006,enjoy,0.6261642696668835
2006,still,0.561979871654596
2006,years,0.5404599256629692
2006,political,1.0
2006,land,0.7793304045167966
2006,respect,0.3606801871028195
2006,honour,0.31760312476389235
2006,justice,0.31694841532194534
2006,freedom,0.24743863965088495
2006,justice,0.5594896270564836
2006,political,0.53775778004335
2006,country,0.45497684371673064
2006,freedom,0.4367882769725014
2006,hand,0.560531528230431
2006,honour,0.4585606819789755
2006,justice,0.45761540158093006
2006,country,0.37213274559321957
2006,freedom,0.3572560296143517
2006,occasion,0.6050413218470804
2006,honoured,0.5833019500099903
2006,welcome,0.541926041053648
2006,honour,0.7213761068202573
2006,thank,0.6925435094698734
2006,live,0.8000738751280615
2006,within,0.3888610406067694
2006,united,0.34109084234719833
2006,democracy,0.30385181043177306
2006,international,1.0
2006,pride,0.6197861965855247
2006,respect,0.5708064029954386
2006,international,0.5385583727150274
2006,indeed,0.7582444208071776
2006,honour,0.6519703968086189
2006,thank,1.0
2006,address,0.7685199900521332
2006,opportunity,0.6398257769817257
2006,young,0.4322599233385019
2006,difficult,0.42004760154820026
2006,place,0.40876696309746197
2006,time,0.37189069082030546
2006,economic,0.3623050673285389
2006,democracy,0.3274925255825956
2006,world,0.3046341066687493
2006,men,0.5246484246257835
2006,women,0.5025910994995791
2006,challenge,0.49857424463134076
2006,need,0.47283183039192234
2006,thank,1.0
2006,live,0.5182638678585391
2006,right,0.5054705338859884
2006,dignity,0.4937968668947745
2006,every,0.4817330763921293
2006,right,0.4781570932702679
2006,shared,0.47656268179069317
2006,join,0.43637034004472314
2006,therefore,0.43070399183489766
2006,together,0.41027893222358863
2006,hand,0.6910543291557097
2006,action,0.34184962342067904
2006,every,0.3235743868876459
2006,common,0.31775095847038276
2006,good,0.2901475839389279
2006,human,0.2769515761056711
2006,people,0.19755732760572628
2006,police,0.5045472714648308
2006,share,0.4561492059392631
2006,work,0.4299705453346098
2006,together,0.4269405586205087
2006,crime,0.41256156186421483
2006,greater,0.46025439408829893
2006,place,0.4468898843872227
2006,children,0.40116415316004944
2006,make,0.39846900164953003
2006,future,0.39727314750171305
2006,world,0.33304526294886266
2006,difficult,0.7554973049535533
2006,even,0.655151755097945
2006,commitment,1.0
2006,matter,0.5447816367223252
2006,conditions,0.5409111627740846
2006,nation,0.46338140923416693
2006,political,0.44261241719216343
2006,prison,0.7963293521537692
2006,apartheid,0.6048632596697853
2006,people,0.6743303733674855
2006,bring,0.5459683310639509
2006,together,0.49718922859341164
2006,therefore,0.6029729028864153
2006,help,0.5685180381427075
2006,nation,0.559652498154968
2006,achieved,0.4532027210763561
2006,peaceful,0.432242798715848
2006,conflict,0.42110363386998384
2006,commitment,0.39093901379883145
2006,south africa,0.3251957794795386
2006,africa,0.30588833556346273
2006,south,0.2798069062294188
2006,nation,1.0
2006,take,1.0
2006,state,0.6441597185874836
2006,nation,0.5421272810795981
2006,free,0.5395889806681898
2006,leaders,0.6531517125224323
