year,term,score
2006,work,1.0
2006,commitment,0.6287159298924563
2006,justice,0.6186320430879857
2006,peace,0.471180087402098
2006,rights,0.5976006790149396
2006,time,0.5814617549745327
2006,apartheid,0.5520649019298541
2006,africans,0.737242323712269
2006,place,0.4191075522967562
2006,south africans,0.37685386964404116
2006,freedom,0.283202105598313
2006,south,0.24207507937445666
2006,death,0.36615354411818096
2006,dignity,0.3518937517979459
2006,join,0.3294574169985254
2006,friends,0.32024447894815444
2006,international,0.3005751551673604
2006,justice,0.2979695652180553
2006,community,0.2962870818493827
2006,human,0.28520810797494106
2006,nation,0.28295728626032457
2006,peace,0.22694803373229125
2006,freedom,0.22621324535667045
2006,men,0.60240646149453
2006,two,0.5766872167676911
2006,share,0.5518498973148165
2006,making,0.48344765340758034
2006,address,0.47453352714579605
2006,share,0.43713629112984226
2006,years,0.40669829478832387
2006,peace,0.30479287858576326
2006,country,0.30282991791795194
2006,peaceful,0.49944907815356726
2006,building,0.4988222545274875
2006,president,0.4150854084588422
2006,nation,0.40847407106113504
2006,new,0.4032121199504861
2006,apartheid,0.7271401285893732
2006,party,0.4268476190938757
2006,therefore,0.405733605647171
2006,national,0.3527727097118846
2006,land,0.7642486648826586
2006,respect,0.3705703955366513
2006,justice,0.33822984671193307
2006,honour,0.3134758632007716
2006,freedom,0.2567781419058813
2006,justice,0.570108800090322
2006,political,0.5491060603183915
2006,freedom,0.43281655890074233
2006,country,0.43142591127852803
2006,hand,0.5799950338772604
2006,justice,0.4696951901518811
2006,honour,0.4353196697614705
2006,freedom,0.3565843149615645
2006,country,0.3554386029514241
2006,thank,0.723218980070012
2006,honour,0.6906187854862419
2006,conditions,0.4889451141189093
2006,history,0.48702601081102
2006,role,0.4621472958010748
2006,president,0.40166564605664595
2006,honour,0.3857757456533552
2006,african,0.5244926444563557
2006,country,0.4368930090759002
2006,pride,0.35031400060140333
2006,vision,0.3404479713477626
2006,continent,0.3339216534228739
2006,towards,0.3326915025499562
2006,new,0.27059182882342125
2006,pride,0.6316964174661783
2006,respect,0.5703038861277558
2006,international,0.5250839110351558
2006,indeed,0.7696950656158469
2006,honour,0.6384117056936042
2006,place,0.5115850902509181
2006,time,0.46852647786641777
2006,economic,0.45765114935303103
2006,democracy,0.41302327016183693
2006,world,0.3724658894069645
2006,live,0.514158583805177
2006,right,0.509518823431884
2006,dignity,0.4988225919422997
2006,every,0.4766629218179333
2006,shared,0.4802255561877345
2006,right,0.47662357914139875
2006,join,0.4368668979698665
2006,therefore,0.4307596301052489
2006,together,0.4071938525081136
2006,hand,0.7015146184155981
2006,unity,0.3377670422284526
2006,every,0.32055567663644474
2006,common,0.3084780205195165
2006,good,0.29681815896422153
2006,human,0.2718870533809499
2006,people,0.18399033963468553
2006,crime,0.5330116964459539
2006,share,0.5106531569577332
2006,together,0.4817690675200982
2006,work,0.4722609980950386
2006,new,0.7188691284108396
2006,committed,0.30790947145556385
2006,building,0.2964427420056545
2006,join,0.282642783919122
2006,build,0.27576672690472703
2006,even,0.27423189154479377
2006,together,0.2634450094581991
2006,commitment,1.0
2006,people,0.647524541687305
2006,bring,0.5615713151155275
2006,together,0.5151209818596622
2006,need,0.6638752082225107
2006,leaders,0.6380273976574969
2006,people,0.3901163259156431
2006,build,0.6247389681172918
2006,human,0.5543157415854814
2006,nation,0.5499411608038439
2006,health,0.618370922264518
2006,good,0.563372751252728
2006,years,0.5479311504593085
2006,public,0.4413180614177652
2006,health,0.4391892829878406
2006,good,0.400127602655501
2006,thank,0.371646646753883
2006,nation,0.3636265513612796
2006,life,0.34696540052194624
2006,people,0.24802934485781322
2006,president,0.7212287705941527
2006,honour,0.6926969470607237
2006,struggle,0.5632944161676717
2006,victory,0.3426140686896836
2006,elections,0.32970579931660604
2006,land,0.30924794500547237
2006,year,0.3082121731138748
2006,lives,0.2936442473577155
2006,justice,0.27372474389926693
2006,democracy,0.24828234136193972
2006,freedom,0.2078070040695708
2006,african,0.6527236152737931
2006,celebrate,0.4219917033315183
2006,south african,0.3798987485419564
2006,honour,0.33294977148018934
2006,world,0.2938531172696899
2006,south,0.23312361609606191
2006,friends,0.7560363582928848
2006,today,0.6545296211320253
2006,honoured,0.5096794109492879
2006,indeed,0.49354920569004757
2006,international,0.4455552762792809
2006,honour,0.40936677955210676
2006,world,0.361296851904276
