term,score
people,54.07860614514823
country,32.92431834413244
freedom,29.06202244052795
violence,24.875977179241186
peace,24.042488254065933
apartheid,22.04470417004594
africa,20.87450316124248
political,20.003843887463653
south,18.870544468855616
system,18.147104618416197
anc,16.28641343703993
south africa,16.176604872539826
democratic,15.448670204138802
thank,14.338052442051675
friends,13.84358682741999
death,13.278292533545892
struggle,13.223847324762138
ensure,13.103442349852095
end,12.889916181374833
victory,11.942070890618409
common,11.572786667006778
government,11.494087567900998
african,11.116671479082017
president,11.084568083570234
peoples,10.340130524497251
opportunity,10.313064108475185
process,10.153962659937934
movement,10.089114713124841
continue,9.92910639103376
human,9.672238329606568
united,9.649793053666553
millions,9.570710478240294
support,9.568904476373275
justice,9.55842009028028
economy,9.428830571206731
world,9.2433851152266
forces,8.968155358034124
need,8.879186631626819
hope,8.829549980508206
whose,8.82675724286745
free,8.776448909750153
international,8.753458514811612
possible,8.628364196748969
democracy,8.252338136970062
take,8.203098919788752
want,8.144353902706873
national,8.1442261294545
fact,8.001495263570751
today,7.971187673356308
new,7.96958399482783
humanity,7.886654076330748
time,7.785775894520178
make,7.67608134749757
good,7.581811570545023
state,7.562394433711007
peaceful,7.525064153182332
commitment,7.434855212635754
right,7.377973128173901
community,7.363503600711777
society,7.327357666385654
place,7.270640246472226
security,7.14835970309676
year,7.017123207832425
even,6.9809375172627925
racial,6.965238719808078
party,6.880612643211726
among,6.871609966056157
committed,6.736753131513208
towards,6.582258944878247
prosperity,6.4574505387853645
still,6.412866888404789
every,6.323745431704344
join,6.237101730920351
past,6.215443118507835
rights,6.116887157904221
respect,6.104882047373133
non,6.069086876663766
honour,6.061077690908638
poverty,5.992881375086221
leadership,5.956342940233292
future,5.954479327914137
proud,5.902579349067374
interest,5.804423405205488
address,5.598629855207428
education,5.5900051165353135
southern,5.589523340022782
war,5.55841234710051
life,5.531320639384577
men,5.4917694268477515
bring,5.440134232952344
able,5.419984147335429
women,5.3144050842515576
build,5.235702427488611
lives,5.230859571322908
welcome,5.190644078157783
role,5.131348880129606
share,5.120668831670629
others,4.99986618496425
economic,4.979689329224969
therefore,4.82633167734039
together,4.702042105190152
organisation,4.676522327215646
growth,4.640135055470061
including,4.607586576754995
problems,4.524066527604574
gentlemen,4.514703420660842
south african,4.513650322121113
social,4.365689075985996
leaders,4.258763911821842
appreciation,4.236202199445797
region,4.1741906787443925
countries,4.168332341970485
conflict,4.126056181184638
business,4.080912159078318
parties,4.070384242054766
within,4.05590562890195
hands,4.016083807290306
africans,3.972182562196792
two,3.9427363214155613
vision,3.83568384077898
express,3.821472795933166
nations,3.7510197845188666
work,3.7504864212261015
honoured,3.681093945664183
resources,3.679583206382868
dignity,3.60704561049332
order,3.5154495479238244
spirit,3.509512002502029
help,3.5032427711114815
first,3.364883977931975
progress,3.3625622671048725
stability,3.358898953722557
unity,3.3438533833919615
force,3.338772807326691
majority,3.2878378499571155
continent,3.278470911683592
crime,3.235906350353659
take opportunity,3.1254499610714737
whole,3.109301213977353
general,3.0962476336722426
citizens,3.026102110956127
children,2.996142884392281
public,2.9188563714273377
relations,2.898235504618211
strength,2.820668366912981
pleasure,2.816011704474542
indeed,2.7023905993920785
long,2.6948103778629373
contribution,2.6803809717384963
human rights,2.5371609778650344
occasion,2.422943303003565
confidence,2.4057389270366922
special,2.3971565208786787
achieved,2.3843090376995604
south africans,2.347587705827663
communities,2.300871868483047
people south,2.2800425484439035
hand,2.235191426657938
live,2.234516483384332
history,2.2301966300944795
years,2.127841928853238
visit,2.1198889057553583
conditions,2.075863337415546
making,2.0449103638255823
create,1.9555734497393558
land,1.9163660273238623
nation,1.804126864467908
privilege,1.725131198163028
die,1.5858263670169035
benefit,1.552868869368625
trade,1.5292339192358586
opportunities,1.514517340820173
amongst,1.3475905177636713
building,1.32811757174969
shared,1.142551990555233
partnership,1.1151788642590328
success,1.0990214141631398
co,1.0322889979295147
health,0.9528160900264451
investment,0.9001926023505062
celebrate,0.8939619628918176
efforts,0.8160995874516348
africas,0.7322662796782459
development,0.6823240815446736
pride,0.5776740264234225
elections,0.5212082696695278
co operation,0.3073292074605155
operation,0.30429586798026176
