year,term,score
2010,dear,1.0
2010,years,1.0
2010,welcome,0.5356761507475312
2010,years,0.5105836965002273
2010,opportunity,0.4836284782512624
2010,thank,0.4673958123612583
2010,celebrate,0.6617192287081698
2010,hope,0.5337770993045563
2010,thank,0.5265070470714315
2010,accept,1.0
2010,today,0.7378009206780061
2010,struggle,0.6750183711919896
2010,even,0.7441772714299525
2010,support,0.66798217692321
2010,vision,0.5907760237129951
2010,society,0.514815902678639
2010,commitment,0.5122258117487077
2010,people,0.35152950649044856
2010,indeed,0.7714716783207284
2010,political,0.6362636635460167
2010,political,1.0
2010,achieved,0.7761298013209127
2010,political,0.6305731769601055
2010,common,1.0
2010,political,0.6615994476868411
2010,strong,0.4170832964142486
2010,parties,0.40800710497053777
2010,others,0.40467249957878204
2010,people,0.24103540206972063
2010,strong,1.0
2010,crime,0.6422140348999332
2010,violence,0.5806322222674587
2010,peace,0.5004271733652158
2010,growth,1.0
2010,enjoy,0.5549300552305523
2010,care,0.5455385459900598
2010,health,0.5408816375553299
2010,people,0.31919803068993446
2010,enjoy,0.44409685316902847
2010,communities,0.4165284993375251
2010,want,0.40431513311507405
2010,work,0.3793585957290911
2010,together,0.3766852695735874
2010,life,0.3387531668471543
2010,people,0.2554463209030139
2010,life,1.0
2010,strong,1.0
2010,strong,0.6184851397975661
2010,build,0.5828172211950005
2010,together,0.5270675654298251
2010,success,1.0
2010,fear,1.0
2010,spirit,0.6304492768317299
2010,good,0.563271978070863
2010,hope,0.5340958603682358
2010,problems,1.0
2010,efforts,0.6108710195754167
2010,problems,0.5716115066261385
2010,crime,0.5478109919812552
2010,past,0.645050009521729
2010,hope,0.5688604605209812
2010,struggle,0.5102041372547605
2010,society,0.5344817167482683
2010,hope,0.5082408465898296
2010,today,0.49823174275621573
2010,struggle,0.4558351311928265
2010,need,0.6980678352142189
2010,conflict,0.35488623231013466
2010,success,0.33865269453654073
2010,work,0.33578382913233956
2010,political,0.31030859465083055
2010,peace,0.251056185381364
2010,hope,1.0
2010,committed,0.5463898749269872
2010,free,0.4709209743508002
2010,today,0.4495475311330963
2010,struggle,0.4112936616560241
2010,people,0.3292963431735647
2010,hands,0.6520731514784274
2010,join,0.5930716583786826
2010,struggle,0.47229928345165967
2010,continent,0.6245800703100182
2010,join,0.5647923390351163
2010,success,0.5393601297266742
