year,term,score
1986,share,0.7557501897560749
1986,today,0.6548600237330546
1986,powerful,1.0
1986,strength,0.5376962391058274
1986,death,0.5340928652144499
1986,new,0.4614367662111151
1986,free,0.4611980882084151
1986,victory,1.0
1986,oppression,0.709711782727428
1986,victory,0.704492147193889
1986,always,0.669691205348941
1986,together,0.5666829521936053
1986,struggle,0.4799834592685697
1986,cannot,1.0
1986,support,0.6417442143893816
1986,world,0.5979219755257857
1986,people,0.48026417155675594
