term,score,date
peace,51.771302778229426,1993
people,46.07110478076545,1993
violence,43.825279547466835,1993
country,40.815074922925845,1993
freedom,39.91149251392689,1993
apartheid,37.81785116810057,1993
south,35.29590779005437,1993
democracy,32.16026543203034,1993
africa,27.206873598109702,1993
south africa,26.715360998589144,1993
political,25.972666926029323,1993
justice,24.6124631307504,1993
hope,24.262038617896412,1993
struggle,23.209471552897714,1993
anc,22.91316760075701,1993
human,22.157631695233253,1993
free,22.067382016457106,1993
government,20.55435991881873,1993
want,18.481341505108716,1993
democratic,17.93008673494726,1993
ensure,17.596171993144843,1993
forces,17.51521000736731,1993
future,17.386984038047345,1993
war,17.21482357231256,1993
victory,17.107343352419708,1993
process,16.52255713325174,1993
society,16.347846028993384,1993
life,16.078089363940656,1993
need,16.07400078602074,1993
cannot,16.041338443823804,1993
national,16.00470908532426,1993
commitment,15.734266094678999,1993
international,15.623196442089938,1993
together,15.222232534060643,1993
honour,15.201852877003535,1993
oppression,15.106712104336236,1993
racism,14.72375436784633,1993
african,14.622095597277074,1993
party,14.422322981192426,1993
economic,13.489654669118474,1993
humanity,13.398050531865694,1993
thank,13.382822378881214,1993
support,13.163707522608256,1993
new,12.086414154402577,1993
address,11.98452618425433,1993
crime,11.911636152473651,1993
community,11.591841438621438,1993
take,11.569732589702841,1993
white,11.208334033907104,1993
even,11.18905289210755,1993
