term,score,date
poverty,12.18137825364924,2005
world,10.343588000879189,2005
people,7.925296486838989,2005
hope,6.4114895117745725,2005
today,5.091500622574133,2005
suffering,4.551870920898782,2005
millions,4.360523531378504,2005
want,4.304075382817139,2005
prison,4.106647087467851,2005
thank,4.0814587103996045,2005
justice,3.9619706767853313,2005
life,3.8284750977892035,2005
help,3.567640853759572,2005
opportunity,3.485580009368635,2005
freedom,3.4150990539297355,2005
every,3.381559595454035,2005
struggle,3.3659755785841567,2005
future,3.327016963912853,2005
countries,3.316552648321945,2005
vision,3.3045458287702782,2005
years,3.278284220818536,2005
action,3.1977450988087175,2005
africa,3.074355020570099,2005
need,3.0029878951678057,2005
new,2.9491453183926164,2005
commitment,2.936690424668491,2005
friends,2.8575600231677285,2005
apartheid,2.8490152849723396,2005
leaders,2.726512130951022,2005
cannot,2.6793448719694877,2005
dignity,2.607814986481818,2005
time,2.52586634756325,2005
oppression,2.2492337946994536,2005
honour,2.135887267371408,2005
fight,2.134557580494212,2005
women,2.0449030198384373,2005
role,2.0327194700638174,2005
problems,2.0,2005
history,1.9189283145853246,2005
support,1.8300166420096509,2005
right,1.8277383555574767,2005
end,1.7612918419200057,2005
good,1.725650454813719,2005
respect,1.7249905770144252,2005
south,1.7241662466657506,2005
always,1.7158830779063288,2005
society,1.6854346461258152,2005
strong,1.6710510309344966,2005
challenge,1.597133738464454,2005
free,1.5719088070052836,2005
