term,score,date
south,39.348691115266625,1994
people,34.5412467534531,1994
country,32.17318012528799,1994
africa,31.41292761015644,1994
peace,28.772768091665796,1994
freedom,28.47156719942846,1994
south africa,25.525200637907442,1994
national,24.932393261845732,1994
life,21.723771323611214,1994
democracy,20.866033621621895,1994
government,20.480800531662894,1994
new,19.915230262038047,1994
today,19.771932783532982,1994
ensure,19.42046650407292,1994
world,18.449017846336965,1994
thank,18.03528392150412,1994
confidence,17.515444901910495,1994
african,17.377308467332103,1994
success,16.648954212488327,1994
honour,15.935392203776981,1994
violence,15.733652558395042,1994
human,15.4631448632905,1994
nation,15.031751527277914,1994
africans,14.833274394779588,1994
united,14.789208611712203,1994
make,14.73149375737313,1994
help,14.530648780612013,1994
president,14.32216928672098,1994
hope,14.265162289787629,1994
south africans,14.002820212224744,1994
development,13.218555960138437,1994
security,13.090676359836502,1994
justice,13.04062090495017,1994
work,12.969619757594208,1994
international,12.86942571922872,1994
together,12.813622669355516,1994
progress,12.726295358175484,1994
elections,12.475878134284958,1994
nations,12.16212025014632,1994
free,12.099563367412589,1994
apartheid,12.017600923404363,1994
community,11.660919050422786,1994
problems,11.59557290237037,1994
anc,11.385533146222752,1994
economic,11.149387758317571,1994
express,11.013395008390386,1994
south african,10.94555952217345,1994
opportunity,10.840290329604283,1994
democratic,10.729973734323005,1994
society,10.619836003304208,1994
