term,score,date
people,55.18117230685555,1992
violence,54.09704285180338,1992
peace,38.61458118078683,1992
freedom,30.738650402373736,1992
country,26.30047331973937,1992
apartheid,25.79892062161163,1992
south,25.4000966632464,1992
anc,22.263573938973764,1992
africa,22.250427269794493,1992
government,21.77194405413407,1992
south africa,20.472161816423544,1992
political,19.178445001060417,1992
democracy,18.9526284577702,1992
support,17.630968355474174,1992
party,16.695260890245358,1992
national,16.345398376128724,1992
cannot,15.756475828500513,1992
struggle,15.631555287605877,1992
clear,15.170732842964329,1992
want,13.88256269413688,1992
free,13.744518255796226,1992
democratic,12.832587916920867,1992
hope,12.052901842993371,1992
today,11.506416563876703,1992
state,10.749029840468724,1992
african,10.607841365433837,1992
world,10.549424014812255,1992
international,10.444327234874525,1992
death,10.412479353710614,1992
opportunity,10.258957829890656,1992
power,10.228227724284078,1992
accept,10.166781772154756,1992
process,10.0663783770189,1992
create,9.874180609986537,1992
ensure,9.864875479681698,1992
commitment,9.561872139310404,1992
forces,9.427009542064548,1992
end,9.174487643940358,1992
life,9.104929169831014,1992
future,8.774373265094345,1992
thank,8.537720490844025,1992
matter,8.306210114536812,1992
time,8.157334793300603,1992
first,8.10279949199419,1992
police,8.077243694914104,1992
united,7.949166823503635,1992
become,7.681422436849184,1992
therefore,7.602788097893877,1992
role,7.507284886360808,1992
years,7.489599007816053,1992
