term,score,date
honoured,3.5524025592746717,2009
dear,3.4377449084615233,2009
struggle,3.3317770350133125,2009
world,2.940965740065592,2009
years,2.5185883846837127,2009
freedom,2.17782079929022,2009
human,2.1501946479288874,2009
thank,2.140584303930753,2009
success,1.8004609039058228,2009
people,1.7425887305639607,2009
life,1.7025040609342978,2009
friends,1.6350484493829576,2009
good,1.5901254587000602,2009
justice,1.5247558690561114,2009
nation,1.4634478323257623,2009
always,1.4024892312740052,2009
today,1.3819362554234083,2009
problems,1.2156581241293958,2009
therefore,1.1476784623039935,2009
support,1.1367563419825302,2009
achieved,1.0981297289833967,2009
president,1.0531535068749651,2009
country,1.035520990452819,2009
africa,0.9923216839011482,2009
poverty,0.987084288034529,2009
join,0.9081012837641247,2009
south,0.8815833678888991,2009
united,0.8716900164567107,2009
first,0.8589173826987722,2009
commitment,0.800316696979795,2009
challenges,0.7974253339852377,2009
year,0.7661420997770803,2009
critical,0.7638676186572275,2009
pride,0.7458918620581184,2009
every,0.7379652781206749,2009
south africa,0.7315978949692018,2009
young,0.7119074156637493,2009
play,0.6894281297346738,2009
apartheid,0.675545121119433,2009
amongst,0.668397705643758,2009
share,0.6660670612749687,2009
spirit,0.6587214813889103,2009
within,0.6475241672663109,2009
able,0.6362311637212027,2009
racism,0.6309336791464744,2009
strength,0.6117543811479921,2009
social,0.6062822019135811,2009
long,0.5949123016138478,2009
past,0.5855325427020617,2009
ensure,0.5846775560181726,2009
