term,score,date
thank,6.036748938740261,2004
democracy,5.979735996701082,2004
world,5.2390828735609665,2004
people,5.154102818628925,2004
human,5.117450042495652,2004
freedom,4.671434747779792,2004
nation,4.628974235340406,2004
years,4.358372562791763,2004
good,3.895278774815611,2004
africa,3.8464315590150404,2004
poverty,3.8015065689773726,2004
dignity,3.7351217878855256,2004
president,3.731078128228858,2004
south,3.622145472224968,2004
national,3.619881448898533,2004
peace,3.4435778205017824,2004
country,3.2892810454343104,2004
gentlemen,3.154729340576089,2004
support,3.0005407644601867,2004
still,2.9322793775644254,2004
work,2.8202737912892735,2004
hope,2.8178109003088236,2004
past,2.709546677128862,2004
friends,2.698608377861816,2004
life,2.666605109579099,2004
democratic,2.641682577366477,2004
south africa,2.632751246691694,2004
opportunity,2.623482394634326,2004
future,2.6049108776616356,2004
justice,2.5967518444150715,2004
time,2.508307434995028,2004
social,2.4609111504899452,2004
every,2.4395834034915898,2004
commitment,2.3964126574713145,2004
honoured,2.3647788582976834,2004
society,2.334341071564706,2004
today,2.250776681049501,2004
achieved,2.2219837020248385,2004
african,2.219036870398345,2004
make,2.0197984785231444,2004
amongst,2.009577999560201,2004
leaders,2.0061716552374533,2004
help,1.9784931475418879,2004
building,1.9373537951993873,2004
peaceful,1.868896694501673,2004
need,1.809784550823208,2004
south africans,1.8071974412869456,2004
africans,1.7677176066677038,2004
award,1.7605220766098602,2004
international,1.738237135935641,2004
