term,score,date
world,3.9376947448134696,2006
nation,3.7050573996611638,2006
honour,3.582906126006342,2006
international,3.2737932863053016,2006
thank,3.049454685301797,2006
justice,2.895230957306078,2006
years,2.845591178193566,2006
freedom,2.5236941201913288,2006
commitment,2.0182833845042936,2006
long,2.0052493747787197,2006
political,1.9803701972355134,2006
people,1.9785104411018084,2006
human,1.9206114498162399,2006
today,1.8395439528557003,2006
enjoy,1.8149167487098372,2006
therefore,1.7348080456301935,2006
together,1.6923677418960903,2006
even,1.655151755097945,2006
women,1.6307563884102172,2006
share,1.489689703129293,2006
within,1.3888610406067694,2006
live,1.3183377429866006,2006
address,1.3022985380148568,2006
place,1.273101862661177,2006
welcome,1.2549583749805104,2006
hand,1.2515858573861407,2006
indeed,1.247079865426509,2006
rights,1.2293229000122279,2006
still,1.225856001300171,2006
country,1.1901511903880284,2006
difficult,1.1755449065017536,2006
land,1.149724688708992,2006
good,1.1293211329185513,2006
men,1.1127558224377836,2006
need,1.1083617562530543,2006
human rights,1.1030752014547036,2006
dignity,1.0930320038245112,2006
honoured,1.0810820760351307,2006
work,1.0724860877293811,2006
peace,1.0542457876465998,2006
challenge,1.0312392292772843,2006
racial,1.0,2006
fear,1.0,2006
take,1.0,2006
right,0.9836276271562563,2006
health,0.9682065247049616,2006
action,0.9493704337239378,2006
respect,0.9314865900982581,2006
democracy,0.9137404977872546,2006
struggle,0.9033828269202622,2006
