term,score,date
world,28.68215447089701,2001
people,25.788202114672586,2001
honour,24.589005493315046,2001
peace,24.395177981588404,2001
thank,20.18928487934691,2001
country,17.67450277826702,2001
struggle,17.218477554094964,2001
die,14.889965929301688,2001
life,12.373313169651718,2001
today,10.86258173521928,2001
support,9.327216587238041,2001
death,9.23847628967884,2001
children,9.054926792658641,2001
war,8.93680028166117,2001
hope,8.864787327705443,2001
good,8.664252020165648,2001
award,8.526108964333755,2001
even,8.2564687122063,2001
time,8.110395196823736,2001
human,7.958663662486828,2001
poverty,7.781178814088387,2001
united,7.743827387442838,2001
respect,7.536966883966984,2001
president,7.171822038118309,2001
problems,7.093456201935136,2001
south,7.069881005068815,2001
freedom,6.8891499710353585,2001
conflict,6.805703976941798,2001
occasion,6.722513773242996,2001
accept,6.685689955379986,2001
lives,6.638229871365837,2001
region,6.489066970432145,2001
africa,6.398149106191019,2001
african,6.379583521906653,2001
honoured,6.29022994221576,2001
need,6.152477513765033,2001
political,6.141870827409552,2001
international,6.1413899262674825,2001
therefore,6.133687055362265,2001
continent,6.132259483385709,2001
prison,6.121182147753927,2001
growth,6.064268240910991,2001
young,6.0639686629481275,2001
friends,6.056177405137168,2001
special,6.048014811759267,2001
society,5.97394821180578,2001
violence,5.904356904308012,2001
national,5.835673245400443,2001
long,5.82424743605946,2001
suffering,5.776456991093214,2001
