term,score,date
world,14.850016176438261,2000
people,13.998849698111876,2000
country,13.48085402164677,2000
time,12.326274081071745,2000
africa,11.978949615120175,2000
african,11.012418556638536,2000
today,9.633213778790774,2000
leadership,9.441237747619018,2000
life,9.001994514547114,2000
mandela,8.970764597260521,2000
first,8.278618766017933,2000
government,7.630163400536949,2000
together,7.159623898031006,2000
south,6.964524719552144,2000
long,6.587367988216987,2000
years,6.459991986720559,2000
international,6.401413870186751,2000
work,6.256507792683504,2000
need,6.216593737183821,2000
make,6.0900443194680856,2000
south africa,5.979204941118084,2000
development,5.917483601030326,2000
young,5.697717508290136,2000
human,5.33612378381184,2000
countries,5.326113448871896,2000
president,5.070483583144093,2000
across,5.054251310529148,2000
leaders,4.846008010222187,2000
end,4.6770575012503395,2000
different,4.605079851866182,2000
conference,4.574736664510284,2000
future,4.55515598477036,2000
continent,4.461428031751966,2000
society,4.285358516164036,2000
economic,4.2635050866276805,2000
responsibility,4.231536536627733,2000
bring,4.213636672562386,2000
history,4.102600592852351,2000
example,4.102182582382486,2000
community,3.9603009527684314,2000
economy,3.9495424483057575,2000
far,3.925357510172438,2000
national,3.837844935996596,2000
point,3.8378219353516227,2000
two,3.6895317362631235,2000
even,3.522929958774088,2000
new,3.456720895577973,2000
indeed,3.4288079555068283,2000
congress,3.390615257015833,2000
things,3.359868635784292,2000
