term,score,date
people,4.751217076430232,2005
hope,4.585961737304659,2005
poverty,4.147355778210717,2005
world,4.0172962505441685,2005
countries,2.880374443690645,2005
millions,2.2993256661334116,2005
want,2.016364179321954,2005
thank,1.963700215174085,2005
future,1.837448080463715,2005
apartheid,1.8043869942367252,2005
today,1.7992404020638062,2005
respect,1.6684148312266185,2005
strength,1.6389671944592012,2005
end,1.4823330794808385,2005
country,1.2880876138276691,2005
africa,1.2344848254288734,2005
opportunity,1.1125534329400408,2005
nation,1.092442177428538,2005
indeed,1.0,2005
privilege,1.0,2005
new,0.9651013489117068,2005
help,0.9125649119481561,2005
south,0.9007105517091394,2005
towards,0.8473535187036947,2005
occasion,0.8185383897837929,2005
progress,0.8087695204833523,2005
hands,0.7800364984856648,2005
humanity,0.7437886886719178,2005
good,0.7272730794022761,2005
honoured,0.7149357966547443,2005
south africa,0.7110546491702536,2005
every,0.6991901076686127,2005
making,0.6820125068235775,2005
continue,0.6744251376687083,2005
vision,0.6636149001898293,2005
long,0.6305670272389725,2005
success,0.6300730033962153,2005
together,0.6056903112056042,2005
president,0.5671437079775669,2005
social,0.5590717433203926,2005
pleasure,0.5574602265062814,2005
two,0.5316718793637646,2005
live,0.5297882343924469,2005
children,0.5187919380950308,2005
people south,0.5159324715464875,2005
right,0.5105997433517467,2005
education,0.5074702405164085,2005
women,0.5025814583542759,2005
south african,0.49253725685280386,2005
peaceful,0.4914762342473658,2005
