term,score,date
thank,6.326479283651194,2007
nation,5.166376384807411,2007
good,5.0088853638990525,2007
support,4.8867839354461555,2007
freedom,3.888990683631757,2007
today,3.8616092639755966,2007
friends,3.4000986633675767,2007
conflict,3.387457673775851,2007
continent,3.3795122576438175,2007
hope,3.2238632079425504,2007
new,3.102539898225764,2007
help,3.082489525761478,2007
country,3.066872271305929,2007
life,2.956469377538716,2007
commitment,2.866598398586871,2007
world,2.8544112882282415,2007
proud,2.7749026822537615,2007
leaders,2.6245993064857203,2007
south,2.5438652818264504,2007
strength,2.457506848097492,2007
struggle,2.431863452916095,2007
award,2.3508159182495705,2007
even,2.3287869661111023,2007
role,2.3244101460882742,2007
africa,2.291228285198656,2007
south africa,2.1966772146673748,2007
human,2.1365495200763114,2007
become,2.0539572375071113,2007
past,2.0,2007
president,1.995571729971713,2007
efforts,1.8407904451423638,2007
live,1.8396588378845644,2007
spirit,1.6950902228861993,2007
peaceful,1.6335384576564205,2007
share,1.571168672256079,2007
challenges,1.4874400313717397,2007
right,1.4787906781003297,2007
building,1.4645759584115092,2007
build,1.4474969666131328,2007
anc,1.4078841382214113,2007
african,1.382306316990402,2007
place,1.3184726488133727,2007
problem,1.2934657622574148,2007
take,1.2850550822902558,2007
welcome,1.2366716443730423,2007
make,1.2260912034973186,2007
problems,1.172940479107161,2007
fear,1.155062060957213,2007
need,1.1452677161587919,2007
always,1.1134488251751389,2007
