term,score,date
government,62.226120947306946,1996
south,59.30277266081378,1996
people,52.69281119351985,1996
new,51.0899194607328,1996
africa,46.10573857575153,1996
anc,41.61042280259097,1996
local,40.446301732161025,1996
south africa,39.09734448026545,1996
years,37.339863675406605,1996
development,36.836193273669714,1996
country,35.705766835570685,1996
today,33.68957072701951,1996
president,33.08205390024994,1996
national,32.05335817174585,1996
year,31.502408791188564,1996
ons,30.24786691152729,1996
community,30.151653849512847,1996
education,29.489125708984727,1996
nation,28.35307230781855,1996
time,28.228357481104105,1996
world,26.582230102368037,1996
work,26.479852636155382,1996
african,26.422934372454932,1996
en,26.016338711324526,1996
two,25.56272283463713,1996
communities,25.386781723528788,1996
first,24.76734120379981,1996
democracy,24.553259326290668,1996
democratic,23.891635574623884,1996
make,22.009860218695426,1996
countries,21.953958301476124,1996
together,21.552018001072934,1996
history,21.46169034700154,1996
co,20.94694221091504,1996
gentlemen,20.894660166017434,1996
programme,20.767727287448235,1996
future,20.558587681601217,1996
constitution,20.51861107014781,1996
long,20.30058013076455,1996
business,19.629499612047173,1996
needs,19.307802555593383,1996
continue,19.041758242878586,1996
cape,18.198134527091874,1996
building,18.022013253646477,1996
every,17.710262448810234,1996
process,17.60909824228076,1996
south african,17.568245317163296,1996
apartheid,17.024203570113627,1996
local government,17.011399104628143,1996
society,16.843863133330657,1996
