term,score,date
mandela,2.0,2009
world,1.6869535956081587,2009
make,1.6856244299921777,2009
south africa,1.3732278851528337,2009
within,1.3256772982030238,2009
africa,1.3001593097419062,2009
south,1.1820791610587251,2009
people,1.1598116389901363,2009
work,1.0,2009
role,0.7901947494155737,2009
working,0.7785174150089041,2009
become,0.7543353045583556,2009
past,0.729087346693938,2009
every,0.7279554526191154,2009
years,0.7267012849039297,2009
organisation,0.7232089362257205,2009
live,0.6990007424744664,2009
future,0.6844206607714245,2009
political,0.6564893360115249,2009
communities,0.6420136876360014,2009
together,0.6276230035043758,2009
anc,0.6128558215404818,2009
countries,0.5853680836995987,2009
leaders,0.5620629504564961,2009
responsibility,0.5008543862909904,2009
task,0.49669449000046517,2009
conference,0.49453964090064334,2009
democratic,0.48360247152479424,2009
place,0.46804184490983763,2009
take,0.44195480135393467,2009
time,0.40182738659980055,2009
new,0.38164141844777755,2009
country,0.3488060585428424,2009
