term,score,date
people,53.82481426734516,1998
south,45.53859111621349,1998
freedom,43.60150111750054,1998
africa,39.78087700410731,1998
peace,37.824764151466624,1998
world,31.026120759981225,1998
development,27.584876764083393,1998
south africa,26.46570500421944,1998
country,25.428824200554054,1998
president,24.1329055905952,1998
today,23.737517018285246,1998
life,22.615782520773553,1998
crime,22.53320696991484,1998
gentlemen,22.279141725078073,1998
take,21.91335916678457,1998
welcome,20.59794190265797,1998
opportunity,20.315416408508305,1998
together,19.82610971182622,1998
support,19.46045445987051,1998
government,18.84828477609748,1998
efforts,18.552217521002394,1998
new,17.87221423320851,1998
leaders,17.862569579863326,1998
countries,17.817179289599228,1998
years,17.76526388507909,1998
african,17.73740008633901,1998
nation,17.10289600341209,1998
africans,16.838658614925674,1998
community,16.761915600198947,1998
international,16.683131680981177,1998
success,16.56029827475423,1998
united,16.55365420974718,1998
south africans,16.28233991244538,1998
society,15.8401285271106,1998
rights,15.70391328703773,1998
democracy,15.287924268915559,1998
help,15.241285116991486,1998
economic,15.051230152199384,1998
lives,14.99855677223844,1998
future,14.866869623936198,1998
co,14.808269095466176,1998
even,14.74992114659961,1998
pleasure,14.645174119811182,1998
die,14.633195730124724,1998
thank,14.461296705515165,1998
growth,14.367731134843524,1998
human,14.345158003148004,1998
hope,14.290567339541768,1998
special,14.246573729376328,1998
system,14.21525020016055,1998
