term,score,date
friends,4.5264831985896965,2008
children,2.594257619407771,2008
years,2.557919254459014,2008
thank,2.3114591130583344,2008
celebrate,2.2162769050601914,2008
human,1.9418758115464654,2008
country,1.7804726627597423,2008
president,1.3109005314785582,2008
poverty,1.1735897594897908,2008
world,1.123147473505239,2008
still,1.0816010033574663,2008
anc,1.0369767365157474,2008
society,1.001771914077798,2008
today,0.9950580183573002,2008
violence,0.9148523065352174,2008
leadership,0.8913683901529594,2008
freedom,0.7638705428795738,2008
distinguished guests,0.6582579681010536,2008
guests,0.6300290738066605,2008
proud,0.6299496531891493,2008
progress,0.6189029556982566,2008
organisation,0.6180150216957925,2008
government,0.5964899145720131,2008
distinguished,0.5964399384588157,2008
south africa,0.5881541731388489,2008
honoured,0.5868375300080774,2008
success,0.5837393663987359,2008
make,0.5741510547848105,2008
including,0.5638671538546514,2008
africa,0.5486904175642866,2008
support,0.5438403057883487,2008
citizens,0.5354267999560566,2008
conflict,0.5101358975617248,2008
communities,0.5089406803843171,2008
africans,0.4976092227011307,2008
south,0.49502619693286304,2008
national,0.49270862157294915,2008
human rights,0.4760410839151621,2008
privilege,0.47457184244048095,2008
work,0.4693950938097525,2008
continue,0.4593227535803964,2008
able,0.458555247614228,2008
first,0.4558482033961442,2008
year,0.45124962819419295,2008
rights,0.4279891121243589,2008
making,0.42542281051621866,2008
good,0.4187675556258957,2008
others,0.3992007272008383,2008
place,0.3956368598995793,2008
long,0.39348814579019425,2008
