term,score,date
people,16.601158208987567,2003
mandela,15.171969925024761,2003
world,12.449413981766256,2003
children,11.198322987385874,2003
today,10.470142310119602,2003
future,8.541729653753736,2003
education,8.51099400407855,2003
together,8.266008348873847,2003
south,7.7825107552544,2003
africa,7.115160036490275,2003
national,7.051924422160606,2003
work,6.910718767293538,2003
african,6.807935809281434,2003
million,6.753616919024804,2003
anc,6.580924026334589,2003
make,6.556937049168693,2003
always,6.420227744369791,2003
need,6.1274417391956275,2003
human,5.925332705973572,2003
going,5.823256773701457,2003
life,5.817903995550065,2003
struggle,5.58456572015303,2003
society,5.575780104290421,2003
want,5.470224878045276,2003
south africa,5.4057658051097315,2003
country,5.22468873396866,2003
look,5.135541924333395,2003
first,5.038957302766655,2003
public,4.943916955269505,2003
new,4.549121768827954,2003
others,4.548985617206427,2003
building,4.435794233836285,2003
lives,3.9820829105089803,2003
example,3.9691317272194357,2003
international,3.9482631416888445,2003
apartheid,3.7337985597448156,2003
set,3.730117138289335,2003
take,3.6937591795920977,2003
continue,3.6671945682195615,2003
able,3.6367475808494993,2003
campaign,3.5736292718665656,2003
go,3.5020599617851182,2003
south african,3.4674352556037618,2003
cape,3.4343580220129635,2003
leaders,3.3907095879194054,2003
cannot,3.371653573389064,2003
challenge,3.3125767320887185,2003
business,3.310686095983588,2003
right,3.2986058641090903,2003
build,3.2667501480996095,2003
