term,score,date
congress,1.6674433840348746,1985
national,1.5962182116377814,1985
power,1.5082652158664416,1985
african,1.1909248024129317,1985
across,1.0,1985
apartheid,1.0,1985
different,1.0,1985
today,1.0,1985
others,1.0,1985
peoples,0.5063352121156918,1985
forward,0.47832688046105126,1985
organisation,0.47497100388512925,1985
future,0.4479548147266135,1985
unity,0.43604884077405487,1985
years,0.37261058494948945,1985
south africa,0.3379081145482111,1985
africa,0.31992824040147955,1985
people,0.31352330262844874,1985
south,0.2908724363077071,1985
