term,score,date
people,80.8043928394716,1990
struggle,64.77564319466258,1990
apartheid,52.29954638630879,1990
violence,48.93673003806585,1990
freedom,47.1519200854992,1990
peace,46.5340316493503,1990
country,44.542812498785985,1990
political,32.92247820385025,1990
anc,29.67116249550564,1990
thank,27.69664364281568,1990
south,26.79169278124419,1990
victory,25.320136538708745,1990
africa,25.2136700754141,1990
system,25.110503866241263,1990
south africa,22.84938980654891,1990
friends,21.884051505445584,1990
government,21.55469026677124,1990
process,20.661825735195585,1990
today,20.425099955162825,1990
prison,20.39846285346203,1990
hope,19.801375898046555,1990
death,19.785099101151932,1990
end,19.530164590718112,1990
support,18.861516008424136,1990
free,18.265964954868927,1990
continue,17.90274156071826,1990
common,17.094812678977824,1990
democratic,17.01202127024347,1990
good,16.697621637434782,1990
forces,16.450118710950797,1990
conflict,16.065612809276256,1990
ensure,15.977049914391545,1990
national,15.836428343830043,1990
peaceful,15.563932372526086,1990
problems,15.558139885996505,1990
want,15.48177708008204,1990
racism,15.479854838658762,1990
movement,15.05044647638493,1990
opportunity,14.993088415014956,1990
party,14.78311085297374,1990
justice,14.580133035347293,1990
take,14.361981190322457,1990
human,14.234884172236677,1990
still,14.032864816254168,1990
committed,13.601203260730445,1990
security,13.594745874438317,1990
even,13.487997449349253,1990
white,13.041718206458885,1990
democracy,12.837656057369301,1990
peoples,12.560944922739694,1990
