term,score,date
mandela,16.112120686471037,2003
people,14.952492482096883,2003
children,13.182691968445427,2003
today,11.994722539835857,2003
south,10.668528180338702,2003
world,9.449160619503507,2003
education,9.319217297444787,2003
africa,8.994117267430944,2003
african,8.78821122376943,2003
future,7.936048940861712,2003
work,7.774586659718107,2003
together,7.6015198158944965,2003
south africa,7.393826450410474,2003
anc,6.7776592557135915,2003
national,6.7399156660689545,2003
country,6.560328209747188,2003
million,6.036621941492794,2003
going,6.015924691383878,2003
life,5.807472242928611,2003
first,5.541009017402595,2003
south african,5.538592574427388,2003
new,5.043705026749404,2003
able,4.845190928497843,2003
history,4.731498647725237,2003
human,4.723226246072515,2003
take,4.697379293037841,2003
society,4.4911125243886385,2003
need,4.475596904902983,2003
time,4.449333487249161,2003
continue,4.425727505026084,2003
go,4.14400868940142,2003
always,4.116573549862656,2003
example,4.089786322347222,2003
efforts,4.030571655918256,2003
lives,3.988062458038225,2003
build,3.975470096229465,2003
look,3.953025372045913,2003
want,3.9305759738030788,2003
building,3.9195715974836522,2003
cape,3.871944084743855,2003
question,3.831681432358886,2003
leaders,3.789733904964948,2003
organisation,3.779142905337,2003
make,3.7416677630006796,2003
project,3.5044401507010745,2003
cannot,3.482479556741031,2003
business,3.4525469576838295,2003
women,3.435585135009158,2003
international,3.3992913246710064,2003
public,3.3551450461592074,2003
