term,score,date
honour,3.898615267888463,2006
justice,2.568360189159444,2006
freedom,1.7634013707927423,2006
together,1.667528911346073,2006
commitment,1.6287159298924563,2006
nation,1.604999069486583,2006
president,1.5379798251096408,2006
country,1.5265874412238043,2006
share,1.499639345402392,2006
work,1.4722609980950385,2006
people,1.4696605520954469,2006
new,1.3926730771847469,2006
hand,1.2815096522928586,2006
apartheid,1.2792050305192273,2006
international,1.271214342481797,2006
indeed,1.2632442713058945,2006
good,1.2603185128724506,2006
african,1.1772162597301488,2006
human,1.1114109029413723,2006
thank,1.094865626823895,2006
friends,1.0762808372410393,2006
land,1.0734966098881311,2006
health,1.0575602052523585,2006
time,1.0499882328409504,2006
join,1.048967098887514,2006
world,1.0276158585809303,2006
peace,1.0029209997201525,2006
right,0.9861424025732828,2006
pride,0.9820104180675817,2006
years,0.9546294452476324,2006
respect,0.9408742816644071,2006
place,0.9306926425476744,2006
build,0.9005056950220188,2006
dignity,0.8507163437402456,2006
therefore,0.83649323575242,2006
every,0.797218598454378,2006
building,0.795264996533142,2006
africans,0.737242323712269,2006
need,0.6638752082225107,2006
democracy,0.6613056115237766,2006
today,0.6545296211320253,2006
leaders,0.6380273976574969,2006
men,0.60240646149453,2006
rights,0.5976006790149396,2006
two,0.5766872167676911,2006
struggle,0.5632944161676717,2006
bring,0.5615713151155275,2006
political,0.5491060603183915,2006
crime,0.5330116964459539,2006
live,0.514158583805177,2006
