term,score,date
south,34.4857496701485,1993
people,34.127748839303116,1993
freedom,28.638889522645115,1993
country,28.556615045390064,1993
peace,28.452707392561198,1993
africa,27.55090008358563,1993
south africa,26.540147845240995,1993
apartheid,20.79046907254352,1993
hope,18.952955421019496,1993
violence,18.548684492314905,1993
democracy,18.503227797781506,1993
democratic,18.3106665966449,1993
political,17.770316133034008,1993
ensure,17.35177625822744,1993
justice,17.22453599889063,1993
free,17.197219536821724,1993
human,16.593555877526644,1993
government,15.455994658031665,1993
process,15.030437820004385,1993
anc,14.614684977011905,1993
honour,14.44695519059615,1993
elections,13.671688949766112,1993
future,13.543621017096704,1993
national,13.333219736531653,1993
life,13.096840711915135,1993
new,12.618840240480715,1993
society,12.499385499515906,1993
economic,11.915428176989384,1993
african,11.89559048165889,1993
take,10.847551598383788,1993
today,10.64811284464173,1993
international,10.613216416322443,1993
forces,10.443588699759331,1993
system,10.326366891095585,1993
friends,10.284555637781375,1993
struggle,10.1071267712504,1993
right,10.04965575911896,1993
support,9.876827908343094,1993
community,9.869031184599146,1993
opportunity,9.402479206965097,1993
development,9.381032721055691,1993
role,9.173331923072913,1993
world,9.003706049895456,1993
non,8.972996842823129,1993
war,8.949162932018092,1993
place,8.872669730586953,1993
order,8.821462363934602,1993
economy,8.66409588320053,1993
social,8.63219097056897,1993
commitment,8.629743055626808,1993
