term,score,date
peace,2.4834036246653257,2011
success,1.3753436404831754,2011
leadership,1.2351836485584362,2011
world,1.1953072390903916,2011
president,1.195270878486891,2011
nations,1.006338100282026,2011
process,0.9869962905590055,2011
support,0.9671706330306905,2011
united,0.9415970691454902,2011
stability,0.9197438818708761,2011
political,0.8960776633509334,2011
international,0.6950321813198563,2011
community,0.6807092147247786,2011
humanity,0.6484045079818933,2011
right,0.6394446584275617,2011
thank,0.6227428614553636,2011
country,0.6134343625717522,2011
government,0.5959251731765345,2011
difficult,0.5076611674151724,2011
towards,0.4990271547214196,2011
south africans,0.4839198555028188,2011
africans,0.47215596285583006,2011
achievement,0.431164539768322,2011
conditions,0.40198648607868204,2011
able,0.3988073468926943,2011
progress,0.39216707727897643,2011
privilege,0.38661549788577015,2011
conflict,0.37618757715194706,2011
need,0.3552682452523668,2011
security,0.3442768217963622,2011
today,0.3421154881116227,2011
work,0.34178148810812575,2011
together,0.33937296645628234,2011
south,0.3352808543026398,2011
honour,0.3327730723017567,2011
african,0.3327730723017567,2011
new,0.3292942006459557,2011
ensure,0.3246766222110182,2011
people,0.23967613835241705,2011
