term,score,date
people,45.01821416358873,1991
violence,35.78925827155837,1991
struggle,35.56619602623644,1991
freedom,30.885579517131845,1991
peace,30.344110158046362,1991
country,27.73595677756913,1991
apartheid,23.01336165971593,1991
political,22.208615252449036,1991
south,22.1864241326773,1991
anc,19.69707891249956,1991
party,17.825924126959272,1991
process,16.92979411543334,1991
support,16.07180854043701,1991
thank,14.674908076035363,1991
hope,14.166461437937096,1991
opportunity,14.122912002033704,1991
human,13.990617242717608,1991
end,13.395629561336818,1991
africa,13.198657995866991,1991
want,13.16208262990285,1991
government,12.961679745720637,1991
justice,12.766857771561364,1991
south africa,12.367730525902212,1991
african,12.211586771293838,1991
victory,11.864079790252465,1991
make,11.689061015250166,1991
free,11.485598432816209,1991
matter,11.436068646799654,1991
state,11.084737140224075,1991
fear,11.080829714199112,1991
national,11.073944741228514,1991
economic,10.957651604578256,1991
friends,10.902279751703086,1991
future,10.654867386025995,1991
take,10.415891412443878,1991
new,10.319507916008474,1991
growth,10.307401571060002,1991
death,10.261910430180121,1991
role,10.143599571774148,1991
even,10.1357861606126,1991
clear,9.947461806692527,1991
commitment,9.56792834112375,1991
ensure,9.528123686986936,1991
today,9.478686620266348,1991
cannot,9.19213002341035,1991
therefore,9.119623372527009,1991
order,8.885781743371325,1991
die,8.640920505527365,1991
world,8.580218168903547,1991
life,8.384134202938366,1991
