term,score,date
campaign,1.6437232524208365,1952
people,1.4025792978309528,1952
even,1.0,1952
work,1.0,1952
government,0.7255262472283487,1952
high,0.7185377592702553,1952
going,0.7085545625188463,1952
general,0.705656029474507,1952
already,0.6954879499336282,1952
non,0.5766842161957144,1952
still,0.5709736137168874,1952
become,0.5603679628195757,1952
unity,0.5484575855040705,1952
system,0.5437250001212612,1952
africans,0.512517836614568,1952
first,0.5095188973255249,1952
years,0.48890689632989676,1952
