term,score,date
freedom,5.394021750342119,1985
prison,2.430255704280679,1985
free,1.880218000169057,1985
cannot,1.8145888723007877,1985
years,1.3424561282523069,1985
people,1.3016608149304374,1985
spirit,1.0,1985
violence,1.0,1985
men,0.7677746646778822,1985
greatest,0.7518124475428812,1985
long,0.7303443849972927,1985
apartheid,0.676316310330331,1985
clear,0.663666136535651,1985
occasion,0.6262788771918322,1985
amongst,0.6130950633992119,1985
south african,0.6108095232647055,1985
history,0.6012737236394263,1985
african,0.5415706253466112,1985
care,0.5376698174006015,1985
hope,0.4962304678716501,1985
world,0.4791852244282525,1985
even,0.46833514063963777,1985
life,0.4663951314042094,1985
land,0.436996555126591,1985
peace,0.4264023993419598,1985
confidence,0.3968194176325341,1985
south,0.3946277314886504,1985
struggle,0.3109461392803922,1985
