term,score,date
people,54.07860614514823,1990
country,32.92431834413244,1990
freedom,29.06202244052795,1990
violence,24.875977179241186,1990
peace,24.042488254065933,1990
apartheid,22.04470417004594,1990
africa,20.87450316124248,1990
political,20.003843887463653,1990
south,18.870544468855616,1990
system,18.147104618416197,1990
anc,16.28641343703993,1990
south africa,16.176604872539826,1990
democratic,15.448670204138802,1990
thank,14.338052442051675,1990
friends,13.84358682741999,1990
death,13.278292533545892,1990
struggle,13.223847324762138,1990
ensure,13.103442349852095,1990
end,12.889916181374833,1990
victory,11.942070890618409,1990
common,11.572786667006778,1990
government,11.494087567900998,1990
african,11.116671479082017,1990
president,11.084568083570234,1990
peoples,10.340130524497251,1990
opportunity,10.313064108475185,1990
process,10.153962659937934,1990
movement,10.089114713124841,1990
continue,9.92910639103376,1990
human,9.672238329606568,1990
united,9.649793053666553,1990
millions,9.570710478240294,1990
support,9.568904476373275,1990
justice,9.55842009028028,1990
economy,9.428830571206731,1990
world,9.2433851152266,1990
forces,8.968155358034124,1990
need,8.879186631626819,1990
hope,8.829549980508206,1990
whose,8.82675724286745,1990
free,8.776448909750153,1990
international,8.753458514811612,1990
possible,8.628364196748969,1990
democracy,8.252338136970062,1990
take,8.203098919788752,1990
want,8.144353902706873,1990
national,8.1442261294545,1990
fact,8.001495263570751,1990
today,7.971187673356308,1990
new,7.96958399482783,1990
