term,score,date
world,28.95768409610556,1999
people,28.275087893891747,1999
freedom,26.206327167496454,1999
peace,23.28002457737371,1999
south,21.897255796554298,1999
crime,21.873388561766877,1999
support,19.60907111597794,1999
hope,17.434896112968687,1999
africa,16.88487343102115,1999
honour,15.994746220464052,1999
democracy,15.553654220304356,1999
today,13.73728718234135,1999
struggle,13.582877520265185,1999
thank,13.47659408500783,1999
country,13.433769555218772,1999
problems,13.246845585026449,1999
south africa,13.17276482134722,1999
society,12.708711948288013,1999
life,12.658643018437603,1999
nation,11.937727857359882,1999
poverty,11.84786903151274,1999
government,11.301055892612089,1999
apartheid,10.914776785005147,1999
nations,10.45041484751612,1999
commitment,10.33447974894536,1999
progress,10.285593955675441,1999
achievement,10.173504600575374,1999
friends,10.073733479030132,1999
special,9.850790672115847,1999
together,9.687566117056205,1999
human,9.17268148140403,1999
justice,9.105087825516769,1999
free,8.972452519175564,1999
south africans,8.653141433002897,1999
community,8.600147844278721,1999
poor,8.504064697187696,1999
africans,8.442787123876055,1999
international,8.36165729933952,1999
powerful,8.353295096318078,1999
development,8.323862518248061,1999
long,8.249257287941834,1999
peaceful,8.243882897573991,1999
take,8.199451202523996,1999
still,8.192885151317501,1999
help,8.127066742875177,1999
good,8.11212774214236,1999
proud,7.994602456223406,1999
bring,7.887086205504382,1999
achieved,7.861211905389693,1999
even,7.760309587209181,1999
