term,score,date
struggle,2.6849152546466923,1980
every,1.79326402076549,1980
apartheid,1.6276100229480108,1980
force,1.3365174227416747,1980
youth,1.0,1980
world,1.0,1980
people,1.0,1980
africans,1.0,1980
become,0.7785278794591733,1980
high,0.7588579081624672,1980
liberation,0.7045102594221836,1980
life,0.7008761079064553,1980
even,0.6512562285454815,1980
within,0.6318128488714946,1980
another,0.6145734983959211,1980
black,0.5743759760241763,1980
white,0.5651245781619768,1980
country,0.46597134035297083,1980
south africa,0.40377647636154107,1980
africa,0.38127068110655254,1980
south,0.3476631881386952,1980
