term,score,date
thank,6.948814156901125,2008
children,3.7651570993560806,2008
friends,3.7365195315536095,2008
celebrate,3.536038372907467,2008
poverty,2.946461163163822,2008
country,2.381166733324798,2008
years,2.300900993671195,2008
peace,2.2076431972813917,2008
human,2.153320459772261,2008
world,2.0894515291349784,2008
suffering,1.9917546250618026,2008
democracy,1.9095188694025298,2008
society,1.8458085597879446,2008
make,1.6683712629382688,2008
life,1.4591650293383962,2008
honoured,1.4456590125687607,2008
freedom,1.324955609795305,2008
year,1.2581209887818472,2008
progress,1.2450689648486715,2008
fight,1.186435576457892,2008
good,1.1311184424112914,2008
support,1.0731230118206017,2008
poor,1.0562628128295883,2008
problem,1.0,2008
free,1.0,2008
prison,1.0,2008
anc,0.9882849627443231,2008
today,0.9659321067179095,2008
violence,0.8413360738983988,2008
struggle,0.7847093900305632,2008
non,0.7775515133829684,2008
president,0.7468252508713855,2008
lives,0.7219770026987783,2008
build,0.6596407671535086,2008
among,0.6568923128943274,2008
proud,0.627215913989415,2008
leadership,0.6044601819016353,2008
respect,0.5968355761241464,2008
work,0.5943227906546176,2008
communities,0.5886172473047846,2008
success,0.5756160507984933,2008
opportunity,0.5704365262287077,2008
importance,0.5646952709064849,2008
hands,0.5632389837719799,2008
hope,0.5589024664782284,2008
others,0.5407632122828036,2008
education,0.5252889465771186,2008
end,0.5194607665697724,2008
africans,0.5148128424850495,2008
first,0.5079042792551477,2008
