term,score,date
apartheid,2.0,1985
congress,1.670120452376884,1985
national,1.6064805195641862,1985
power,1.4983237901227295,1985
african,1.1999322035055806,1985
government,1.0,1985
today,1.0,1985
others,1.0,1985
across,1.0,1985
different,1.0,1985
future,0.9720297277606091,1985
people,0.887734217324923,1985
make,0.8159060507771871,1985
problems,0.6133442665501028,1985
movement,0.5838877855243814,1985
peoples,0.5025612742731089,1985
forward,0.4743803936181368,1985
organisation,0.47236954106061346,1985
unity,0.4344315286439,1985
years,0.3719900173114864,1985
south africa,0.34643470285084016,1985
africa,0.3271250378553921,1985
south,0.2982902678242217,1985
