term,score,date
children,15.91847349909432,2003
country,10.019213405690936,2003
people,9.773803516326522,2003
world,9.486575197858315,2003
support,8.683806772059645,2003
society,7.700288640324853,2003
work,7.678766473686213,2003
honour,7.398936204617716,2003
gentlemen,7.349825100497849,2003
south,6.699803790634301,2003
african,6.31725929069369,2003
war,6.158366047052493,2003
future,6.051182034085048,2003
thank,5.851825376528037,2003
hope,5.741165792811222,2003
freedom,5.733002741456271,2003
women,5.488217930602346,2003
opportunity,5.392483920788933,2003
together,5.382355477649232,2003
human,5.314688416998847,2003
celebrate,5.265083407963879,2003
building,5.242326604211231,2003
years,5.221557863494759,2003
help,4.961483570921238,2003
first,4.843191674650011,2003
long,4.775237165294915,2003
even,4.736092011239355,2003
south african,4.658364446737334,2003
life,4.6418192816251445,2003
nation,4.601551498680805,2003
others,4.451692759818734,2003
respect,4.425509137587103,2003
year,4.253556335074746,2003
national,4.213093857754198,2003
build,4.187043475214864,2003
president,4.076406174020562,2003
africa,4.008768053066986,2003
death,3.963372660314274,2003
today,3.941169887104307,2003
award,3.864045686217467,2003
violence,3.8408440203591714,2003
privilege,3.794313418232473,2003
proud,3.786669986459188,2003
leaders,3.779424482949711,2003
conflict,3.751039356344579,2003
towards,3.685651165234092,2003
opportunities,3.6375845017032735,2003
south africa,3.63483126422411,2003
occasion,3.607534296017158,2003
public,3.497769334010692,2003
