term,score,date
die,68.6196541808849,1996
south,62.67397771621035,1996
africa,54.30135609944134,1996
people,50.24449816941087,1996
south africa,44.26205551055053,1996
freedom,38.91496665795189,1996
nation,34.93827205464499,1996
country,33.49892136249291,1996
van,33.22558196246749,1996
peace,32.75182246086883,1996
life,30.85557167464094,1996
government,30.038401953501964,1996
new,29.88094851510576,1996
today,29.813079944927658,1996
ensure,28.545237080632223,1996
honour,27.410883808514697,1996
development,25.23104272963406,1996
opportunity,22.827313924053463,1996
african,22.540727598191868,1996
hope,21.91531338122207,1996
en,21.727302394388417,1996
welcome,21.56169320567325,1996
democracy,20.9685208956443,1996
pleasure,20.656307026026695,1996
anc,20.49322296897364,1996
society,19.98867192685717,1996
ons,19.78721849374557,1996
past,19.749908725485284,1996
president,19.609040263476565,1996
future,19.28388676592944,1996
work,19.194116612035977,1996
good,19.123344932307695,1996
growth,18.923066667520626,1996
together,18.917388088160134,1996
world,18.685211938269997,1996
national,18.6211347795253,1996
years,18.534694934140326,1996
gentlemen,18.286432354715128,1996
time,18.158132402304243,1996
support,18.03570301385472,1996
proud,17.960381631851572,1996
crime,17.924481760667188,1996
take,17.888773256836885,1996
justice,17.51702393043742,1996
children,17.245484376344475,1996
success,17.241604204172557,1996
community,16.79287358763923,1996
leaders,16.733898096612013,1996
political,16.697380817961584,1996
africans,16.624173783971237,1996
