term,score,date
world,7.916072791426891,2005
mandela,6.895573630694505,2005
life,6.322885722590045,2005
today,6.306464513276908,2005
people,5.431350124996807,2005
leaders,5.228278761176142,2005
time,4.278826311934518,2005
want,3.904891310906433,2005
public,3.8168925857216283,2005
first,3.815745444287449,2005
years,3.624854071196717,2005
action,3.622984669216417,2005
future,3.3366124339234737,2005
become,2.934227606241105,2005
human,2.681766136025386,2005
women,2.595503561514178,2005
apartheid,2.4504069778177806,2005
children,2.415194739155141,2005
every,2.3992586851247233,2005
history,2.381942548702577,2005
africa,2.370615546708124,2005
make,2.334125882005261,2005
young,2.3047690923957713,2005
place,2.26259646656504,2005
common,2.2231373295870442,2005
power,2.218060140663531,2005
even,2.2144509754674426,2005
long,2.167209334766257,2005
education,2.1408613351042347,2005
south,2.13908316506302,2005
within,2.131803242042352,2005
need,2.096364807042214,2005
yet,2.046688157469021,2005
president,2.005568653599443,2005
live,1.842892540191155,2005
past,1.8325709389782343,2005
back,1.7864694627725743,2005
particular,1.7644169638845146,2005
lives,1.761307611503381,2005
others,1.7224948875563593,2005
point,1.7060807105236564,2005
take,1.6579011950014573,2005
challenge,1.583638276221519,2005
meet,1.5291046973066327,2005
right,1.509164273427396,2005
challenges,1.451691585312913,2005
south africa,1.4515207785974245,2005
struggle,1.438999539121838,2005
country,1.4091735063041428,2005
constitution,1.4070641907730952,2005
