term,score,date
today,4.3607822264144245,2006
public,2.2256621495654394,2006
president,2.0,2006
south,1.7781045154029218,2006
far,1.7310078640641904,2006
nation,1.7299283746923557,2006
south africa,1.6871297153848912,2006
among,1.680084308059894,2006
africa,1.593092053049503,2006
young,1.4692007099543387,2006
years,1.4414749625218464,2006
live,1.1993434696415224,2006
life,1.1936981500910977,2006
example,1.0,2006
ons,1.0,2006
bring,1.0,2006
government,1.0,2006
first,1.0,2006
back,1.0,2006
amongst,1.0,2006
en,1.0,2006
congress,1.0,2006
country,0.9359155983351494,2006
international,0.9100660816109041,2006
national,0.8444245127207769,2006
majority,0.8355428867844688,2006
african,0.8327764273700116,2006
point,0.7719801206603194,2006
state,0.7397394282948653,2006
meet,0.7331339126862808,2006
together,0.7071067811865475,2006
work,0.7071067811865475,2006
challenges,0.6823690370146569,2006
land,0.6752104648987869,2006
peoples,0.6420966262199808,2006
need,0.6356466733219632,2006
building,0.6326933034480744,2006
movement,0.5982389710819866,2006
experience,0.5935635686822617,2006
continent,0.5893832953419509,2006
making,0.5877503458684293,2006
issue,0.5581134388395439,2006
build,0.5531691493377284,2006
economy,0.537393440609884,2006
every,0.53161374683764,2006
continue,0.5315819674608527,2006
place,0.5155763758286274,2006
rights,0.5051312542129526,2006
minister,0.48884361725639724,2006
human,0.48831512660400217,2006
