term,score,date
today,3.931812946074044,2006
president,2.883859659322016,2006
among,2.0,2006
south,1.7738605756417178,2006
public,1.708409552690335,2006
life,1.70580160502586,2006
south africa,1.6820754715115611,2006
nation,1.5982473728619548,2006
africa,1.592573314028548,2006
work,1.4475896213417565,2006
years,1.4366620450568612,2006
government,1.398308481339706,2006
new,1.053514559779935,2006
building,1.0160391535641518,2006
en,1.0,2006
first,1.0,2006
far,1.0,2006
amongst,1.0,2006
ons,1.0,2006
congress,1.0,2006
bring,1.0,2006
country,0.9325006504533957,2006
international,0.927107003508368,2006
mandela,0.8794138940796002,2006
act,0.8730810965822587,2006
majority,0.8423446881236896,2006
national,0.8347251094444559,2006
together,0.8287623115527336,2006
rights,0.7821177887306576,2006
point,0.7781064760274209,2006
human,0.7777434039764279,2006
live,0.7558853376213184,2006
land,0.6816264195647986,2006
every,0.6547040219588585,2006
peoples,0.6422511280978559,2006
need,0.6281324000274057,2006
movement,0.5997106742020637,2006
example,0.5856708807366323,2006
possible,0.5779027218212669,2006
continent,0.5766989818356311,2006
role,0.570041235784633,2006
issue,0.561326480995272,2006
build,0.554110092397076,2006
past,0.5486072920186913,2006
continue,0.5444396735132475,2006
south africans,0.5360842771595203,2006
young,0.5360345221795642,2006
apartheid,0.5255470946113517,2006
africans,0.5132022670565982,2006
become,0.5094606043072668,2006
